Date,Country,AreaCode,Area,TotalCases,Population
02/04/2020,Wales,W11000028,Newport,998,154676
02/04/2020,London,,London,12094,8961989
03/04/2020,England,E08000025,Birmingham,1356,1141816
03/04/2020,England,E06000023,Bristol,203,463377
03/04/2020,England,E08000026,Coventry,277,371521
03/04/2020,England,E08000035,Leeds,336,793139
03/04/2020,England,E06000016,Leicester,217,354224
03/04/2020,England,E08000012,Liverpool,511,498042
03/04/2020,England,E06000032,Luton,209,213052
03/04/2020,England,E08000003,Manchester,321,552858
03/04/2020,England,E06000038,Reading,115,161780
03/04/2020,England,E08000019,Sheffield,925,584853
03/04/2020,England,E06000033,Southend-on-Sea,135,183125
03/04/2020,Northern Ireland,N09000003,Belfast,272,340220
03/04/2020,Scotland,S08000031,Glasgow,779,633120
03/04/2020,Scotland,S08000024,Edinburgh,408,524930
03/04/2020,Wales,W11000029,Cardiff,810,366903
03/04/2020,Wales,W11000031,Swansea,388,246993
03/04/2020,England,E06000026,Plymouth,92,262100
03/04/2020,Wales,W11000028,Newport,1065,154676
03/04/2020,London,,London,13029,8961989
04/04/2020,England,E08000025,Birmingham,1438,1141816
04/04/2020,England,E06000023,Bristol,213,463377
04/04/2020,England,E08000026,Coventry,295,371521
04/04/2020,England,E08000035,Leeds,353,793139
04/04/2020,England,E06000016,Leicester,232,354224
04/04/2020,England,E08000012,Liverpool,558,498042
04/04/2020,England,E06000032,Luton,223,213052
04/04/2020,England,E08000003,Manchester,361,552858
04/04/2020,England,E06000038,Reading,129,161780
04/04/2020,England,E08000019,Sheffield,967,584853
04/04/2020,England,E06000033,Southend-on-Sea,150,183125
04/04/2020,Scotland,S08000031,Glasgow,851,633120
04/04/2020,Scotland,S08000024,Edinburgh,476,524930
04/04/2020,Wales,W11000029,Cardiff,872,366903
04/04/2020,Wales,W11000031,Swansea,443,246993
04/04/2020,England,E06000026,Plymouth,102,262100
04/04/2020,Wales,W11000028,Newport,1133,154676
04/04/2020,London,,London,13746,8961989
05/04/2020,England,E08000025,Birmingham,1508,1141816
05/04/2020,England,E06000023,Bristol,227,463377
05/04/2020,England,E08000026,Coventry,305,371521
05/04/2020,England,E08000035,Leeds,389,793139
05/04/2020,England,E06000016,Leicester,252,354224
05/04/2020,England,E08000012,Liverpool,604,498042
05/04/2020,England,E06000032,Luton,250,213052
05/04/2020,England,E08000003,Manchester,397,552858
05/04/2020,England,E06000038,Reading,137,161780
05/04/2020,England,E08000019,Sheffield,1033,584853
05/04/2020,England,E06000033,Southend-on-Sea,159,183125
05/04/2020,Scotland,S08000031,Glasgow,931,633120
05/04/2020,Scotland,S08000024,Edinburgh,534,524930
05/04/2020,Wales,W11000029,Cardiff,920,366903
05/04/2020,Wales,W11000031,Swansea,491,246993
05/04/2020,England,E06000026,Plymouth,103,262100
05/04/2020,Wales,W11000028,Newport,1162,154676
05/04/2020,London,,London,14350,8961989
06/04/2020,England,E08000025,Birmingham,1568,1141816
06/04/2020,England,E06000023,Bristol,240,463377
06/04/2020,England,E08000026,Coventry,330,371521
06/04/2020,England,E08000035,Leeds,438,793139
06/04/2020,England,E06000016,Leicester,278,354224
06/04/2020,England,E08000012,Liverpool,656,498042
06/04/2020,England,E06000032,Luton,278,213052
06/04/2020,England,E08000003,Manchester,470,552858
06/04/2020,England,E06000038,Reading,142,161780
06/04/2020,England,E08000019,Sheffield,1097,584853
06/04/2020,England,E06000033,Southend-on-Sea,178,183125
06/04/2020,Northern Ireland,N09000003,Belfast,377,340220
06/04/2020,Scotland,S08000031,Glasgow,984,633120
06/04/2020,Scotland,S08000024,Edinburgh,577,524930
06/04/2020,Wales,W11000029,Cardiff,1024,366903
06/04/2020,Wales,W11000031,Swansea,545,246993
06/04/2020,England,E06000026,Plymouth,108,262100
06/04/2020,Wales,W11000028,Newport,1248,154676
06/04/2020,London,,London,15187,8961989
07/04/2020,England,E08000025,Birmingham,1642,1141816
07/04/2020,England,E06000023,Bristol,261,463377
07/04/2020,England,E08000026,Coventry,352,371521
07/04/2020,England,E08000035,Leeds,502,793139
07/04/2020,England,E06000016,Leicester,300,354224
07/04/2020,England,E08000012,Liverpool,723,498042
07/04/2020,England,E06000032,Luton,308,213052
07/04/2020,England,E08000003,Manchester,529,552858
07/04/2020,England,E06000038,Reading,155,161780
07/04/2020,England,E08000019,Sheffield,1146,584853
07/04/2020,England,E06000033,Southend-on-Sea,196,183125
07/04/2020,Northern Ireland,N09000003,Belfast,396,340220
07/04/2020,Scotland,S08000031,Glasgow,1094,633120
07/04/2020,Scotland,S08000024,Edinburgh,621,524930
07/04/2020,Wales,W11000029,Cardiff,1121,366903
07/04/2020,Wales,W11000031,Swansea,607,246993
07/04/2020,England,E06000026,Plymouth,116,262100
07/04/2020,Wales,W11000028,Newport,1303,154676
07/04/2020,London,,London,16091,8961989
08/04/2020,England,E08000025,Birmingham,1717,1141816
08/04/2020,England,E06000023,Bristol,289,463377
08/04/2020,England,E08000026,Coventry,362,371521
08/04/2020,England,E08000035,Leeds,546,793139
08/04/2020,England,E06000016,Leicester,320,354224
08/04/2020,England,E08000012,Liverpool,798,498042
08/04/2020,England,E06000032,Luton,343,213052
08/04/2020,England,E08000003,Manchester,582,552858
08/04/2020,England,E06000038,Reading,168,161780
08/04/2020,England,E08000019,Sheffield,1196,584853
08/04/2020,England,E06000033,Southend-on-Sea,201,183125
08/04/2020,Northern Ireland,N09000003,Belfast,429,340220
08/04/2020,Scotland,S08000031,Glasgow,1166,633120
08/04/2020,Scotland,S08000024,Edinburgh,700,524930
08/04/2020,Wales,W11000029,Cardiff,1199,366903
08/04/2020,Wales,W11000031,Swansea,679,246993
08/04/2020,England,E06000026,Plymouth,120,262100
08/04/2020,Wales,W11000028,Newport,1391,154676
08/04/2020,London,,London,16923,8961989
09/04/2020,England,E08000025,Birmingham,1765,1141816
09/04/2020,England,E06000023,Bristol,306,463377
09/04/2020,England,E08000026,Coventry,387,371521
09/04/2020,England,E08000035,Leeds,588,793139
09/04/2020,England,E06000016,Leicester,351,354224
09/04/2020,England,E08000012,Liverpool,864,498042
09/04/2020,England,E06000032,Luton,359,213052
09/04/2020,England,E08000003,Manchester,645,552858
09/04/2020,England,E06000038,Reading,183,161780
09/04/2020,England,E08000019,Sheffield,1249,584853
09/04/2020,England,E06000033,Southend-on-Sea,207,183125
09/04/2020,Northern Ireland,N09000003,Belfast,482,340220
09/04/2020,Scotland,S08000031,Glasgow,1251,633120
09/04/2020,Scotland,S08000024,Edinburgh,747,524930
09/04/2020,Wales,W11000029,Cardiff,1304,366903
09/04/2020,Wales,W11000031,Swansea,741,246993
09/04/2020,England,E06000026,Plymouth,129,262100
09/04/2020,Wales,W11000028,Newport,1455,154676
09/04/2020,London,,London,17693,8961989
10/04/2020,England,E08000025,Birmingham,1824,1141816
10/04/2020,England,E06000023,Bristol,324,463377
10/04/2020,England,E08000026,Coventry,402,371521
10/04/2020,England,E08000035,Leeds,635,793139
10/04/2020,England,E06000016,Leicester,371,354224
10/04/2020,England,E08000012,Liverpool,898,498042
10/04/2020,England,E06000032,Luton,381,213052
10/04/2020,England,E08000003,Manchester,681,552858
10/04/2020,England,E06000038,Reading,197,161780
10/04/2020,England,E08000019,Sheffield,1306,584853
10/04/2020,England,E06000033,Southend-on-Sea,217,183125
10/04/2020,Northern Ireland,N09000003,Belfast,514,340220
10/04/2020,Scotland,S08000031,Glasgow,1314,633120
10/04/2020,Scotland,S08000024,Edinburgh,799,524930
10/04/2020,Wales,W11000029,Cardiff,1368,366903
10/04/2020,Wales,W11000031,Swansea,806,246993
10/04/2020,England,E06000026,Plymouth,142,262100
10/04/2020,Wales,W11000028,Newport,1508,154676
10/04/2020,London,,London,18266,8961989
11/04/2020,England,E08000025,Birmingham,1852,1141816
11/04/2020,England,E06000023,Bristol,350,463377
11/04/2020,England,E08000026,Coventry,417,371521
11/04/2020,England,E08000035,Leeds,670,793139
11/04/2020,England,E06000016,Leicester,388,354224
11/04/2020,England,E08000012,Liverpool,938,498042
11/04/2020,England,E06000032,Luton,396,213052
11/04/2020,England,E08000003,Manchester,723,552858
11/04/2020,England,E06000038,Reading,206,161780
11/04/2020,England,E08000019,Sheffield,1358,584853
11/04/2020,England,E06000033,Southend-on-Sea,221,183125
11/04/2020,Scotland,S08000031,Glasgow,1387,633120
11/04/2020,Scotland,S08000024,Edinburgh,856,524930
11/04/2020,Wales,W11000029,Cardiff,1420,366903
11/04/2020,Wales,W11000031,Swansea,837,246993
11/04/2020,England,E06000026,Plymouth,143,262100
11/04/2020,Wales,W11000028,Newport,1548,154676
11/04/2020,London,,London,18758,8961989
12/04/2020,England,E08000025,Birmingham,1898,1141816
12/04/2020,England,E06000023,Bristol,364,463377
12/04/2020,England,E08000026,Coventry,438,371521
12/04/2020,England,E08000035,Leeds,708,793139
12/04/2020,England,E06000016,Leicester,410,354224
12/04/2020,England,E08000012,Liverpool,973,498042
12/04/2020,England,E06000032,Luton,419,213052
12/04/2020,England,E08000003,Manchester,760,552858
12/04/2020,England,E06000038,Reading,231,161780
12/04/2020,England,E08000019,Sheffield,1392,584853
12/04/2020,England,E06000033,Southend-on-Sea,229,183125
12/04/2020,Scotland,S08000031,Glasgow,1449,633120
12/04/2020,Scotland,S08000024,Edinburgh,915,524930
12/04/2020,Wales,W11000029,Cardiff,1476,366903
12/04/2020,Wales,W11000031,Swansea,895,246993
12/04/2020,England,E06000026,Plymouth,150,262100
12/04/2020,Wales,W11000028,Newport,1573,154676
12/04/2020,London,,London,19172,8961989
13/04/2020,England,E08000025,Birmingham,1933,1141816
13/04/2020,England,E06000023,Bristol,380,463377
13/04/2020,England,E08000026,Coventry,456,371521
13/04/2020,England,E08000035,Leeds,736,793139
13/04/2020,England,E06000016,Leicester,419,354224
13/04/2020,England,E08000012,Liverpool,1009,498042
13/04/2020,England,E06000032,Luton,434,213052
13/04/2020,England,E08000003,Manchester,800,552858
13/04/2020,England,E06000038,Reading,258,161780
13/04/2020,England,E08000019,Sheffield,1463,584853
13/04/2020,England,E06000033,Southend-on-Sea,239,183125
13/04/2020,Scotland,S08000031,Glasgow,1486,633120
13/04/2020,Scotland,S08000024,Edinburgh,932,524930
13/04/2020,Wales,W11000029,Cardiff,1534,366903
13/04/2020,Wales,W11000031,Swansea,946,246993
13/04/2020,England,E06000026,Plymouth,162,262100
13/04/2020,Wales,W11000028,Newport,1605,154676
13/04/2020,London,,London,19737,8961989
14/04/2020,England,E08000025,Birmingham,2003,1141816
14/04/2020,England,E06000023,Bristol,397,463377
14/04/2020,England,E08000026,Coventry,468,371521
14/04/2020,England,E08000035,Leeds,772,793139
14/04/2020,England,E06000016,Leicester,432,354224
14/04/2020,England,E08000012,Liverpool,1040,498042
14/04/2020,England,E06000032,Luton,458,213052
14/04/2020,England,E08000003,Manchester,850,552858
14/04/2020,England,E06000038,Reading,294,161780
14/04/2020,England,E08000019,Sheffield,1511,584853
14/04/2020,England,E06000033,Southend-on-Sea,246,183125
14/04/2020,Scotland,S08000031,Glasgow,1575,633120
14/04/2020,Scotland,S08000024,Edinburgh,989,524930
14/04/2020,Wales,W11000029,Cardiff,1612,366903
14/04/2020,Wales,W11000031,Swansea,988,246993
14/04/2020,England,E06000026,Plymouth,178,262100
14/04/2020,Wales,W11000028,Newport,1652,154676
14/04/2020,London,,London,20293,8961989
15/04/2020,England,E08000025,Birmingham,2070,1141816
15/04/2020,England,E06000023,Bristol,419,463377
15/04/2020,England,E08000026,Coventry,490,371521
15/04/2020,England,E08000035,Leeds,825,793139
15/04/2020,England,E06000016,Leicester,447,354224
15/04/2020,England,E08000012,Liverpool,1078,498042
15/04/2020,England,E06000032,Luton,466,213052
15/04/2020,England,E08000003,Manchester,880,552858
15/04/2020,England,E06000038,Reading,318,161780
15/04/2020,England,E08000019,Sheffield,1587,584853
15/04/2020,England,E06000033,Southend-on-Sea,252,183125
15/04/2020,Northern Ireland,N09000003,Belfast,649,340220
15/04/2020,Scotland,S08000031,Glasgow,1661,633120
15/04/2020,Scotland,S08000024,Edinburgh,1040,524930
15/04/2020,Wales,W11000029,Cardiff,1676,366903
15/04/2020,Wales,W11000031,Swansea,1060,246993
15/04/2020,England,E06000026,Plymouth,189,262100
15/04/2020,Wales,W11000028,Newport,1701,154676
15/04/2020,London,,London,20847,8961989
16/04/2020,England,E08000025,Birmingham,2140,1141816
16/04/2020,England,E06000023,Bristol,447,463377
16/04/2020,England,E08000026,Coventry,506,371521
16/04/2020,England,E08000035,Leeds,875,793139
16/04/2020,England,E06000016,Leicester,457,354224
16/04/2020,England,E08000012,Liverpool,1122,498042
16/04/2020,England,E06000032,Luton,470,213052
16/04/2020,England,E08000003,Manchester,895,552858
16/04/2020,England,E06000038,Reading,346,161780
16/04/2020,England,E08000019,Sheffield,1634,584853
16/04/2020,England,E06000033,Southend-on-Sea,255,183125
16/04/2020,Northern Ireland,N09000003,Belfast,689,340220
16/04/2020,Scotland,S08000031,Glasgow,1742,633120
16/04/2020,Scotland,S08000024,Edinburgh,1107,524930
16/04/2020,Wales,W11000029,Cardiff,1738,366903
16/04/2020,Wales,W11000031,Swansea,1128,246993
16/04/2020,England,E06000026,Plymouth,193,262100
16/04/2020,Wales,W11000028,Newport,1763,154676
16/04/2020,London,,London,21337,8961989
17/04/2020,England,E08000025,Birmingham,2220,1141816
17/04/2020,England,E06000023,Bristol,461,463377
17/04/2020,England,E08000026,Coventry,526,371521
17/04/2020,England,E08000035,Leeds,925,793139
17/04/2020,England,E06000016,Leicester,468,354224
17/04/2020,England,E08000012,Liverpool,1156,498042
17/04/2020,England,E06000032,Luton,494,213052
17/04/2020,England,E08000003,Manchester,910,552858
17/04/2020,England,E06000038,Reading,365,161780
17/04/2020,England,E08000019,Sheffield,1672,584853
17/04/2020,England,E06000033,Southend-on-Sea,256,183125
17/04/2020,Scotland,S08000031,Glasgow,1794,633120
17/04/2020,Scotland,S08000024,Edinburgh,1172,524930
17/04/2020,Wales,W11000029,Cardiff,1789,366903
17/04/2020,Wales,W11000031,Swansea,1184,246993
17/04/2020,England,E06000026,Plymouth,200,262100
17/04/2020,Wales,W11000028,Newport,1805,154676
17/04/2020,London,,London,21761,8961989
18/04/2020,England,E08000025,Birmingham,2277,1141816
18/04/2020,England,E06000023,Bristol,474,463377
18/04/2020,England,E08000026,Coventry,538,371521
18/04/2020,England,E08000035,Leeds,958,793139
18/04/2020,England,E06000016,Leicester,483,354224
18/04/2020,England,E08000012,Liverpool,1175,498042
18/04/2020,England,E06000032,Luton,527,213052
18/04/2020,England,E08000003,Manchester,939,552858
18/04/2020,England,E06000038,Reading,370,161780
18/04/2020,England,E08000019,Sheffield,1731,584853
18/04/2020,England,E06000033,Southend-on-Sea,257,183125
18/04/2020,Scotland,S08000031,Glasgow,1905,633120
18/04/2020,Scotland,S08000024,Edinburgh,1239,524930
18/04/2020,Wales,W11000029,Cardiff,1833,366903
18/04/2020,Wales,W11000031,Swansea,1224,246993
18/04/2020,England,E06000026,Plymouth,202,262100
18/04/2020,Wales,W11000028,Newport,1854,154676
18/04/2020,London,,London,22067,8961989
19/04/2020,England,E08000025,Birmingham,2325,1141816
19/04/2020,England,E06000023,Bristol,486,463377
19/04/2020,England,E08000026,Coventry,543,371521
19/04/2020,England,E08000035,Leeds,991,793139
19/04/2020,England,E06000016,Leicester,506,354224
19/04/2020,England,E08000012,Liverpool,1196,498042
19/04/2020,England,E06000032,Luton,528,213052
19/04/2020,England,E08000003,Manchester,958,552858
19/04/2020,England,E06000038,Reading,376,161780
19/04/2020,England,E08000019,Sheffield,1773,584853
19/04/2020,England,E06000033,Southend-on-Sea,262,183125
19/04/2020,Scotland,S08000031,Glasgow,1949,633120
19/04/2020,Scotland,S08000024,Edinburgh,1344,524930
19/04/2020,Wales,W11000029,Cardiff,1877,366903
19/04/2020,Wales,W11000031,Swansea,1261,246993
19/04/2020,England,E06000026,Plymouth,215,262100
19/04/2020,Wales,W11000028,Newport,1867,154676
19/04/2020,London,,London,22313,8961989
20/04/2020,England,E08000025,Birmingham,2373,1141816
20/04/2020,England,E06000023,Bristol,507,463377
20/04/2020,England,E08000026,Coventry,568,371521
20/04/2020,England,E08000035,Leeds,1034,793139
20/04/2020,England,E06000016,Leicester,534,354224
20/04/2020,England,E08000012,Liverpool,1226,498042
20/04/2020,England,E06000032,Luton,537,213052
20/04/2020,England,E08000003,Manchester,989,552858
20/04/2020,England,E06000038,Reading,393,161780
20/04/2020,England,E08000019,Sheffield,1837,584853
20/04/2020,England,E06000033,Southend-on-Sea,269,183125
20/04/2020,Scotland,S08000031,Glasgow,2020,633120
20/04/2020,Scotland,S08000024,Edinburgh,1399,524930
20/04/2020,Wales,W11000029,Cardiff,1933,366903
20/04/2020,Wales,W11000031,Swansea,1293,246993
20/04/2020,England,E06000026,Plymouth,224,262100
20/04/2020,Wales,W11000028,Newport,1906,154676
20/04/2020,London,,London,22689,8961989
21/04/2020,England,E08000025,Birmingham,2431,1141816
21/04/2020,England,E06000023,Bristol,521,463377
21/04/2020,England,E08000026,Coventry,591,371521
21/04/2020,England,E08000035,Leeds,1106,793139
21/04/2020,England,E06000016,Leicester,550,354224
21/04/2020,England,E08000012,Liverpool,1254,498042
21/04/2020,England,E06000032,Luton,548,213052
21/04/2020,England,E08000003,Manchester,1017,552858
21/04/2020,England,E06000038,Reading,414,161780
21/04/2020,England,E08000019,Sheffield,1877,584853
21/04/2020,England,E06000033,Southend-on-Sea,274,183125
21/04/2020,Scotland,S08000031,Glasgow,2085,633120
21/04/2020,Scotland,S08000024,Edinburgh,1426,524930
21/04/2020,Wales,W11000029,Cardiff,1982,366903
21/04/2020,Wales,W11000031,Swansea,1337,246993
21/04/2020,England,E06000026,Plymouth,240,262100
21/04/2020,Wales,W11000028,Newport,1945,154676
21/04/2020,London,,London,23030,8961989
22/04/2020,England,E08000025,Birmingham,2480,1141816
22/04/2020,England,E06000023,Bristol,542,463377
22/04/2020,England,E08000026,Coventry,601,371521
22/04/2020,England,E08000035,Leeds,1155,793139
22/04/2020,England,E06000016,Leicester,571,354224
22/04/2020,England,E08000012,Liverpool,1275,498042
22/04/2020,England,E06000032,Luton,563,213052
22/04/2020,England,E08000003,Manchester,1041,552858
22/04/2020,England,E06000038,Reading,428,161780
22/04/2020,England,E08000019,Sheffield,1920,584853
22/04/2020,England,E06000033,Southend-on-Sea,279,183125
22/04/2020,Scotland,S08000031,Glasgow,2174,633120
22/04/2020,Scotland,S08000024,Edinburgh,1515,524930
22/04/2020,Wales,W11000029,Cardiff,2027,366903
22/04/2020,Wales,W11000031,Swansea,1381,246993
22/04/2020,England,E06000026,Plymouth,257,262100
22/04/2020,Wales,W11000028,Newport,1979,154676
22/04/2020,London,,London,23304,8961989
23/04/2020,England,E08000025,Birmingham,2528,1141816
23/04/2020,England,E06000023,Bristol,557,463377
23/04/2020,England,E08000026,Coventry,621,371521
23/04/2020,England,E08000035,Leeds,1201,793139
23/04/2020,England,E06000016,Leicester,587,354224
23/04/2020,England,E08000012,Liverpool,1296,498042
23/04/2020,England,E06000032,Luton,575,213052
23/04/2020,England,E08000003,Manchester,1062,552858
23/04/2020,England,E06000038,Reading,437,161780
23/04/2020,England,E08000019,Sheffield,1939,584853
23/04/2020,England,E06000033,Southend-on-Sea,283,183125
23/04/2020,Scotland,S08000031,Glasgow,2250,633120
23/04/2020,Scotland,S08000024,Edinburgh,1604,524930
23/04/2020,Wales,W11000029,Cardiff,2066,366903
23/04/2020,Wales,W11000031,Swansea,1425,246993
23/04/2020,England,E06000026,Plymouth,264,262100
23/04/2020,Wales,W11000028,Newport,2004,154676
23/04/2020,London,,London,23623,8961989
24/04/2020,England,E08000025,Birmingham,2568,1141816
24/04/2020,England,E06000023,Bristol,573,463377
24/04/2020,England,E08000026,Coventry,630,371521
24/04/2020,England,E08000035,Leeds,1270,793139
24/04/2020,England,E06000016,Leicester,603,354224
24/04/2020,England,E08000012,Liverpool,1324,498042
24/04/2020,England,E06000032,Luton,586,213052
24/04/2020,England,E08000003,Manchester,1091,552858
24/04/2020,England,E06000038,Reading,448,161780
24/04/2020,England,E08000019,Sheffield,1982,584853
24/04/2020,England,E06000033,Southend-on-Sea,287,183125
24/04/2020,Scotland,S08000031,Glasgow,2311,633120
24/04/2020,Scotland,S08000024,Edinburgh,1684,524930
24/04/2020,Wales,W11000029,Cardiff,2105,366903
24/04/2020,Wales,W11000031,Swansea,1472,246993
24/04/2020,England,E06000026,Plymouth,267,262100
24/04/2020,Wales,W11000028,Newport,2031,154676
24/04/2020,London,,London,23871,8961989
25/04/2020,England,E08000025,Birmingham,2605,1141816
25/04/2020,England,E06000023,Bristol,578,463377
25/04/2020,England,E08000026,Coventry,645,371521
25/04/2020,England,E08000035,Leeds,1295,793139
25/04/2020,England,E06000016,Leicester,616,354224
25/04/2020,England,E08000012,Liverpool,1347,498042
25/04/2020,England,E06000032,Luton,605,213052
25/04/2020,England,E08000003,Manchester,1105,552858
25/04/2020,England,E06000038,Reading,457,161780
25/04/2020,England,E08000019,Sheffield,2035,584853
25/04/2020,England,E06000033,Southend-on-Sea,291,183125
25/04/2020,Scotland,S08000031,Glasgow,2428,633120
25/04/2020,Scotland,S08000024,Edinburgh,1730,524930
25/04/2020,Wales,W11000029,Cardiff,2140,366903
25/04/2020,Wales,W11000031,Swansea,1494,246993
25/04/2020,England,E06000026,Plymouth,270,262100
25/04/2020,Wales,W11000028,Newport,2052,154676
25/04/2020,London,,London,24031,8961989
26/04/2020,England,E08000025,Birmingham,2636,1141816
26/04/2020,England,E06000023,Bristol,582,463377
26/04/2020,England,E08000026,Coventry,647,371521
26/04/2020,England,E08000035,Leeds,1316,793139
26/04/2020,England,E06000016,Leicester,617,354224
26/04/2020,England,E08000012,Liverpool,1361,498042
26/04/2020,England,E08000003,Manchester,1122,552858
26/04/2020,England,E06000038,Reading,460,161780
26/04/2020,England,E08000019,Sheffield,2073,584853
26/04/2020,England,E06000033,Southend-on-Sea,295,183125
26/04/2020,Scotland,S08000031,Glasgow,2479,633120
26/04/2020,Scotland,S08000024,Edinburgh,1785,524930
26/04/2020,Wales,W11000029,Cardiff,2161,366903
26/04/2020,Wales,W11000031,Swansea,1515,246993
26/04/2020,England,E06000026,Plymouth,273,262100
26/04/2020,Wales,W11000028,Newport,2065,154676
26/04/2020,London,,London,24122,8961989
27/04/2020,England,E08000025,Birmingham,2655,1141816
27/04/2020,England,E06000023,Bristol,592,463377
27/04/2020,England,E08000026,Coventry,651,371521
27/04/2020,England,E08000035,Leeds,1359,793139
27/04/2020,England,E06000016,Leicester,638,354224
27/04/2020,England,E08000012,Liverpool,1385,498042
27/04/2020,England,E06000032,Luton,624,213052
27/04/2020,England,E08000003,Manchester,1135,552858
27/04/2020,England,E06000038,Reading,473,161780
27/04/2020,England,E08000019,Sheffield,2121,584853
27/04/2020,England,E06000033,Southend-on-Sea,297,183125
27/04/2020,Scotland,S08000031,Glasgow,2531,633120
27/04/2020,Scotland,S08000024,Edinburgh,1804,524930
27/04/2020,Wales,W11000029,Cardiff,2184,366903
27/04/2020,Wales,W11000031,Swansea,1533,246993
27/04/2020,England,E06000026,Plymouth,276,262100
27/04/2020,Wales,W11000028,Newport,2085,154676
27/04/2020,London,,London,24311,8961989
28/04/2020,England,E08000025,Birmingham,2680,1141816
28/04/2020,England,E06000023,Bristol,604,463377
28/04/2020,England,E08000026,Coventry,655,371521
28/04/2020,England,E08000035,Leeds,1399,793139
28/04/2020,England,E06000016,Leicester,660,354224
28/04/2020,England,E08000012,Liverpool,1407,498042
28/04/2020,England,E06000032,Luton,626,213052
28/04/2020,England,E08000003,Manchester,1158,552858
28/04/2020,England,E06000038,Reading,486,161780
28/04/2020,England,E08000019,Sheffield,2144,584853
28/04/2020,England,E06000033,Southend-on-Sea,298,183125
28/04/2020,Scotland,S08000031,Glasgow,2604,633120
28/04/2020,Scotland,S08000024,Edinburgh,1832,524930
28/04/2020,Wales,W11000029,Cardiff,2213,366903
28/04/2020,Wales,W11000031,Swansea,1553,246993
28/04/2020,England,E06000026,Plymouth,285,262100
28/04/2020,Wales,W11000028,Newport,2105,154676
28/04/2020,London,,London,24491,8961989
29/04/2020,England,E08000025,Birmingham,2714,1141816
29/04/2020,England,E06000023,Bristol,612,463377
29/04/2020,England,E08000026,Coventry,666,371521
29/04/2020,England,E08000035,Leeds,1435,793139
29/04/2020,England,E06000016,Leicester,673,354224
29/04/2020,England,E08000012,Liverpool,1430,498042
29/04/2020,England,E06000032,Luton,627,213052
29/04/2020,England,E08000003,Manchester,1175,552858
29/04/2020,England,E06000038,Reading,499,161780
29/04/2020,England,E08000019,Sheffield,2183,584853
29/04/2020,England,E06000033,Southend-on-Sea,302,183125
29/04/2020,Scotland,S08000031,Glasgow,2672,633120
29/04/2020,Scotland,S08000024,Edinburgh,1907,524930
29/04/2020,Wales,W11000029,Cardiff,2232,366903
29/04/2020,Wales,W11000031,Swansea,1585,246993
29/04/2020,England,E06000026,Plymouth,289,262100
29/04/2020,Wales,W11000028,Newport,2122,154676
29/04/2020,London,,London,24742,8961989
30/04/2020,England,E08000025,Birmingham,2749,1141816
30/04/2020,England,E06000023,Bristol,618,463377
30/04/2020,England,E08000026,Coventry,672,371521
30/04/2020,England,E08000035,Leeds,1456,793139
30/04/2020,England,E06000016,Leicester,685,354224
30/04/2020,England,E08000012,Liverpool,1451,498042
30/04/2020,England,E08000003,Manchester,1192,552858
30/04/2020,England,E06000038,Reading,504,161780
30/04/2020,England,E08000019,Sheffield,2218,584853
30/04/2020,England,E06000033,Southend-on-Sea,307,183125
30/04/2020,Scotland,S08000031,Glasgow,2759,633120
30/04/2020,Scotland,S08000024,Edinburgh,1980,524930
30/04/2020,Wales,W11000029,Cardiff,2270,366903
30/04/2020,Wales,W11000031,Swansea,1609,246993
30/04/2020,England,E06000026,Plymouth,291,262100
30/04/2020,Wales,W11000028,Newport,2146,154676
30/04/2020,London,,London,24997,8961989
01/05/2020,England,E08000025,Birmingham,2770,1141816
01/05/2020,England,E06000023,Bristol,631,463377
01/05/2020,England,E08000026,Coventry,692,371521
01/05/2020,England,E08000035,Leeds,1486,793139
01/05/2020,England,E06000016,Leicester,691,354224
01/05/2020,England,E08000012,Liverpool,1469,498042
01/05/2020,England,E06000032,Luton,641,213052
01/05/2020,England,E08000003,Manchester,1208,552858
01/05/2020,England,E06000038,Reading,509,161780
01/05/2020,England,E08000019,Sheffield,2235,584853
01/05/2020,England,E06000033,Southend-on-Sea,312,183125
01/05/2020,Scotland,S08000031,Glasgow,2864,633120
01/05/2020,Scotland,S08000024,Edinburgh,2014,524930
01/05/2020,Wales,W11000029,Cardiff,2299,366903
01/05/2020,Wales,W11000031,Swansea,1629,246993
01/05/2020,England,E06000026,Plymouth,299,262100
01/05/2020,Wales,W11000028,Newport,2164,154676
01/05/2020,London,,London,25193,8961989
02/05/2020,England,E08000025,Birmingham,2784,1141816
02/05/2020,England,E06000023,Bristol,633,463377
02/05/2020,England,E08000026,Coventry,706,371521
02/05/2020,England,E08000035,Leeds,1511,793139
02/05/2020,England,E06000016,Leicester,694,354224
02/05/2020,England,E08000012,Liverpool,1479,498042
02/05/2020,England,E06000032,Luton,644,213052
02/05/2020,England,E08000003,Manchester,1222,552858
02/05/2020,England,E06000038,Reading,512,161780
02/05/2020,England,E08000019,Sheffield,2265,584853
02/05/2020,England,E06000033,Southend-on-Sea,319,183125
02/05/2020,Scotland,S08000031,Glasgow,2939,633120
02/05/2020,Scotland,S08000024,Edinburgh,2065,524930
02/05/2020,Wales,W11000029,Cardiff,2325,366903
02/05/2020,Wales,W11000031,Swansea,1639,246993
02/05/2020,England,E06000026,Plymouth,300,262100
02/05/2020,Wales,W11000028,Newport,2209,154676
02/05/2020,London,,London,25320,8961989
