Date,City,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,merged_wind_gust,merged_wind_speed,Dplus7,Dplus7City,TotalCases,Population,daily_growth_rt_percent
05/02/2020,Newport,2.5,,88.4,24.3,16.3,18,34,1036.4,2.6,2.8,2.2,1,12/02/2020,43873Newport,0,154676,0
06/02/2020,Newport,3.6,,90,22.8,3.7,20,57,1030.2,2.6,3.1,4,1.2,13/02/2020,43874Newport,0,154676,0
07/02/2020,Newport,2.3,,92.8,12.4,12.6,21,63,1014.6,3.1,5.4,10.4,4.6,14/02/2020,43875Newport,0,154676,0
08/02/2020,Newport,1.2,,87.5,4.2,28.5,19,36,1011.9,3.3,8.1,17.5,7.4,15/02/2020,43876Newport,0,154676,0
09/02/2020,Newport,1.1,,92.5,1.9,30.5,13,30,1000.7,3.7,9.2,26.1,14.4,16/02/2020,43877Newport,0,154676,0
10/02/2020,Newport,,,,2.2,33.3,16,34,,,,,,17/02/2020,43878Newport,0,154676,0
11/02/2020,Newport,,,,3.2,32.1,14,27,,,,,,18/02/2020,43879Newport,0,154676,0
12/02/2020,Newport,,,,5.5,30.5,12,25,,,,,,19/02/2020,43880Newport,0,154676,0
13/02/2020,Newport,,,,6.4,30.9,9,18,,,,,,20/02/2020,43881Newport,0,154676,0
14/02/2020,Newport,,,,12.8,19.9,13,30,,,,,,21/02/2020,43882Newport,0,154676,0
15/02/2020,Newport,,,,3.7,23.6,8,21,,,,,,22/02/2020,43883Newport,0,154676,0
16/02/2020,Newport,,,,1,35.4,10,23,,,,,,23/02/2020,43884Newport,0,154676,0
17/02/2020,Newport,,,,4.7,29.7,16,34,,,,,,24/02/2020,43885Newport,0,154676,0
18/02/2020,Newport,,,,4.6,32.1,15,30,,,,,,25/02/2020,43886Newport,0,154676,0
19/02/2020,Newport,,,,6.9,27.7,13,30,,,,,,26/02/2020,43887Newport,0,154676,0
20/02/2020,Newport,,,,6.4,30.5,6,13,,,,,,27/02/2020,43888Newport,0,154676,0
21/02/2020,Newport,,,,5.5,33.3,22,46,,,,,,28/02/2020,43889Newport,0,154676,0
22/02/2020,Newport,,,,2.5,33.8,21,50,,,,,,29/02/2020,43890Newport,0,154676,0
23/02/2020,Newport,,,,3.5,26.4,5,9,,,,,,01/03/2020,43891Newport,0,154676,0
24/02/2020,Newport,3.2,,,4.2,28.5,6,17,,2.7,,,,02/03/2020,43892Newport,0,154676,0
25/02/2020,Newport,3.2,,87,5.1,30.9,7,17,997.9,3.1,2.7,16,7.1,03/03/2020,43893Newport,0,154676,0
26/02/2020,Newport,2.3,,85.2,6.4,30.1,10,20,1003.6,3.1,3.3,14.8,9,04/03/2020,43894Newport,0,154676,0
27/02/2020,Newport,2.2,,85.3,9.2,29.3,7,13,1003.6,3.2,3.2,7.1,2.5,05/03/2020,43895Newport,0,154676,0
28/02/2020,Newport,1.1,,93.7,11.4,21.6,7,17,999.1,2.6,7.5,13.4,6.5,06/03/2020,43896Newport,0,154676,0
29/02/2020,Newport,0.7,,87.1,3.2,34.2,10,19,983.6,3.2,5.2,21.8,10.7,07/03/2020,43897Newport,0,154676,0
01/03/2020,Newport,0.5,,86.3,3.6,33.3,11,23,987.3,3.2,4.3,14.9,6.8,08/03/2020,43898Newport,0,154676,0
02/03/2020,Newport,0.7,,87.4,10.2,22.4,10,22,990,3.3,3.8,4.2,2.3,09/03/2020,43899Newport,0,154676,0
03/03/2020,Newport,1.5,,,11.9,28.5,16,26,,2.7,,,,10/03/2020,43900Newport,1,154676,0
04/03/2020,Newport,1.1,,95,19.7,22,11,30,1002.9,2.6,5,7.3,2.9,11/03/2020,43901Newport,6,154676,600
05/03/2020,Newport,0.8,,88.9,11.5,23.2,14,53,998.4,2.6,4.4,10.7,5.4,12/03/2020,43902Newport,13,154676,216.6666667
06/03/2020,Newport,1.6,,87,21.1,9.8,17,55,1008,2.6,3.4,3.5,1.8,13/03/2020,43903Newport,25,154676,192.3076923
07/03/2020,Newport,0.9,,91,7.8,22.4,17,42,1014.6,2.6,8.8,16,6.5,14/03/2020,43904Newport,37,154676,148
08/03/2020,Newport,0.2,,88.4,3.1,33.3,13,25,1004.4,3.1,7.7,17.6,9.3,15/03/2020,43905Newport,59,154676,159.4594595
09/03/2020,Newport,0.3,,86.5,3.7,30.9,12,25,1011.1,3.1,7.7,15.9,8.8,16/03/2020,43906Newport,82,154676,138.9830508
10/03/2020,Newport,,,91,2.3,27.3,3,7,1005,3.4,10,19,9.3,17/03/2020,43907Newport,106,154676,129.2682927
11/03/2020,Newport,,,89.8,4,33.3,12,21,1009.3,3.3,7.7,20.3,9.6,18/03/2020,43908Newport,125,154676,117.9245283
12/03/2020,Newport,,,80.3,3.6,31.7,17,30,1009.9,3.6,5.9,21.5,11,19/03/2020,43909Newport,158,154676,126.4
13/03/2020,Newport,0.9,,83,5.3,30.5,16,30,1017,3.6,6.6,12,5.6,20/03/2020,43910Newport,197,154676,124.6835443
14/03/2020,Newport,1,,93.8,4.6,27.7,8,17,1011.4,3.8,8.3,12.8,6.2,21/03/2020,43911Newport,231,154676,117.2588832
15/03/2020,Newport,0.5,,91.2,4.2,32.1,7,13,1005.8,4.2,7.3,10.1,5.4,22/03/2020,43912Newport,269,154676,116.4502165
16/03/2020,Newport,0.8,,87,10,28.5,11,24,1022.6,4.1,6.4,7.8,3.6,23/03/2020,43913Newport,330,154676,122.6765799
17/03/2020,Newport,0.9,,94,7.7,24,9,21,1025.6,3.1,8.4,12,5.7,24/03/2020,43914Newport,375,154676,113.6363636
18/03/2020,Newport,0.6,,98,6.4,26.9,4,9,1020.8,3.1,10,6,1.3,25/03/2020,43915Newport,454,154676,121.0666667
19/03/2020,Newport,0.5,,97.5,6,26.9,7,18,1024.1,3.1,4.4,6.7,2,26/03/2020,43916Newport,507,154676,111.6740088
20/03/2020,Newport,3.1,,84.6,5.6,26.4,7,19,1025.9,0.7,5.1,8.7,3,27/03/2020,43917Newport,554,154676,109.270217
21/03/2020,Newport,2.8,,75.5,4.6,29.7,10,21,1022.7,0.6,4.1,5,1.3,28/03/2020,43918Newport,607,154676,109.566787
22/03/2020,Newport,3.1,,71.7,6.7,24.8,15,46,1023.2,0.7,5,7.3,2.5,29/03/2020,43919Newport,661,154676,108.8962109
23/03/2020,Newport,3.2,,73.7,11.9,20.8,18,50,1022.6,0.7,5.2,2.7,0.5,30/03/2020,43920Newport,761,154676,115.128593
24/03/2020,Newport,3.2,,79.3,13.2,22,27,70,1021.3,1.1,7.7,4.2,2,31/03/2020,43921Newport,834,154676,109.5926413
25/03/2020,Newport,4.2,,68,16.5,22.8,25,72,1020.9,1.1,6.6,2,0.2,01/04/2020,43922Newport,918,154676,110.0719424
26/03/2020,Newport,3.6,,61,12.5,29.3,30,78,1020.7,1.1,5.9,5,2.2,02/04/2020,43923Newport,998,154676,108.7145969
27/03/2020,Newport,3.5,,65.2,9.2,33.8,38,92,1022.4,1.1,6.4,9.5,4.7,03/04/2020,43924Newport,1065,154676,106.7134269
28/03/2020,Newport,3,,70.5,4.6,34.6,17,38,1027.8,0.7,6.2,0.6,,04/04/2020,43925Newport,1133,154676,106.3849765
29/03/2020,Newport,2.4,,63.6,2.8,32.9,12,25,1037.5,0.9,4.6,11.7,5,05/04/2020,43926Newport,1162,154676,102.5595763
30/03/2020,Newport,2.4,,72.7,5.5,29.3,10,25,1035.1,1.1,2.6,3.7,1.2,06/04/2020,43927Newport,1248,154676,107.4010327
31/03/2020,Newport,2.7,,72.5,6.4,32.1,10,24,1030.3,1.1,6.1,3,0.3,07/04/2020,43928Newport,1303,154676,104.4070513
01/04/2020,Newport,2.3,,73,10.6,24.8,13,42,1021.8,,6.6,3.5,1,08/04/2020,43929Newport,1391,154676,106.7536454
02/04/2020,Newport,2.4,,74.7,4.7,30.9,9,25,1014.4,1.1,8,4.2,1.2,09/04/2020,43930Newport,1455,154676,104.6010065
03/04/2020,Newport,2.4,,75.2,6.2,23.6,9,25,1015.3,1.3,7.5,2.2,0.6,10/04/2020,43931Newport,1508,154676,103.6426117
04/04/2020,Newport,2,,77.2,6.4,27.3,15,42,1015.9,1.3,7.5,4.5,3.3,11/04/2020,43932Newport,1548,154676,102.6525199
05/04/2020,Newport,1.8,,72.5,5.5,27.7,18,46,1006.8,1.3,12.7,3.5,4.3,12/04/2020,43933Newport,1573,154676,101.6149871
06/04/2020,Newport,1.8,,77.5,3.2,30.9,15,32,1013.5,1.4,11.6,9,3,13/04/2020,43934Newport,1605,154676,102.0343293
07/04/2020,Newport,1.9,,66,6.9,21.6,14,38,1025.4,1.6,12.2,1.5,1,14/04/2020,43935Newport,1652,154676,102.9283489
08/04/2020,Newport,2.3,,68.7,9.6,27.3,15,36,1022.1,1.1,14,2,0.5,15/04/2020,43936Newport,1701,154676,102.9661017
09/04/2020,Newport,2,,72,8.3,28.9,29,80,1020.7,1.1,14.2,4,1,16/04/2020,43937Newport,1763,154676,103.6449148
10/04/2020,Newport,1.9,,70,8.7,33.3,31,85,1020.5,1.6,14,3,1,17/04/2020,43938Newport,1805,154676,102.3823029
11/04/2020,Newport,2.9,,67.5,8.7,30.9,31,82,1019.1,1.7,15.5,2.3,1.3,18/04/2020,43939Newport,1854,154676,102.7146814
12/04/2020,Newport,2.6,,71.3,6.4,24.8,22,68,1010.9,1.7,15,2.2,0.7,19/04/2020,43940Newport,1867,154676,100.7011866
13/04/2020,Newport,1.5,,69,3.4,32.5,14,34,1023.8,1.6,9,9,3.2,20/04/2020,43941Newport,1906,154676,102.0889127
14/04/2020,Newport,1,,71,5.9,30.5,14,34,1026.3,1.6,6.9,2,0.6,21/04/2020,43942Newport,1945,154676,102.04617
15/04/2020,Newport,1.4,,61,9.4,24.4,18,55,1019.7,1.8,9.8,1.5,0.2,22/04/2020,43943Newport,1979,154676,101.748072
16/04/2020,Newport,1.9,,65,11.9,29.3,28,68,1012.5,1.9,12.5,1.6,0.3,23/04/2020,43944Newport,2004,154676,101.2632643
17/04/2020,Newport,1.9,,81.7,12.8,24.4,20,57,1012.8,2.1,10.9,4,1,24/04/2020,43945Newport,2031,154676,101.3473054
18/04/2020,Newport,2.2,,96,6,22.4,10,30,1015.7,1.8,7.2,3.2,1,25/04/2020,43946Newport,2052,154676,101.0339734
19/04/2020,Newport,1.2,,72.5,5.1,27.3,16,46,1017.6,1.9,10.7,4,1,26/04/2020,43947Newport,2065,154676,100.6335283
20/04/2020,Newport,1,,66.6,4.6,30.1,16,30,1015.3,2.1,10.1,7.5,2,27/04/2020,43948Newport,2085,154676,100.968523
21/04/2020,Newport,1.3,,69.3,6.9,33.8,20,39,1014.1,2.1,11.8,6,1.7,28/04/2020,43949Newport,2105,154676,100.9592326
22/04/2020,Newport,1.3,,67.7,8.3,32.9,28,54,1017,2.2,12.4,6.6,2,29/04/2020,43950Newport,2122,154676,100.807601
23/04/2020,Newport,1.4,,69,8.7,33.8,30,61,1017.7,2.3,12.7,3.6,1,30/04/2020,43951Newport,2146,154676,101.1310085
24/04/2020,Newport,4.3,,70,10.1,34.6,28,68,1013,2.6,14.4,2.6,0.6,01/05/2020,43952Newport,2164,154676,100.8387698
25/04/2020,Newport,21,,71,9,28.1,27,72,1011.4,2.6,11.9,1.5,0.2,02/05/2020,43953Newport,2209,154676,102.0794824
26/04/2020,Newport,20,,76.7,5.5,26,24,70,1009.4,2.6,11.6,5.2,1.7,03/05/2020,43954Newport,2222,154676,100.5885016
27/04/2020,Newport,4,,73.2,8.4,28.9,16,46,1005.2,2.6,11.8,3.3,0.6,04/05/2020,43955Newport,2233,154676,100.4950495
28/04/2020,Newport,8.9,,96,8.3,23.2,7,21,1001.7,2.6,8.1,2,0.6,05/05/2020,43956Newport,2257,154676,101.0747873
29/04/2020,Newport,5.8,,97,3.7,17.9,10,25,995.4,2.8,8.4,8.3,3.3,06/05/2020,43957Newport,2285,154676,101.2405848
30/04/2020,Newport,2.2,,93,2.3,29.7,9,17,990.1,3.1,8.3,9,2.5,07/05/2020,43958Newport,2319,154676,101.487965
01/05/2020,Newport,5.4,,83.6,2.8,30.5,9,21,996.2,3.1,8.5,6.5,2,08/05/2020,43959Newport,2330,154676,100.4743424
02/05/2020,Newport,1.1,,79.5,2.3,30.5,8,13,1009,3.1,8.8,3.3,1,09/05/2020,43960Newport,2340,154676,100.4291845
03/05/2020,Newport,4.9,,89,6.4,20.8,11,35,1013,3.1,10.5,1.3,0.7,10/05/2020,43961Newport,2345,154676,100.2136752
04/05/2020,Newport,4.3,,81,6.5,25.6,15,53,1015.8,3.2,10.9,2.6,0.7,11/05/2020,43962Newport,2355,154676,100.4264392
05/05/2020,Newport,2.8,,65,6,32.5,11,26,1016.8,2.9,10.1,3,0.5,12/05/2020,43963Newport,2362,154676,100.2972399
06/05/2020,Newport,2.7,,68,7.4,35,16,42,1021.8,3.1,10.7,2.5,0.6,13/05/2020,43964Newport,2376,154676,100.592718
07/05/2020,Newport,3.6,,72.2,9,29.7,17,53,1019.2,3.2,14.1,2.5,0.6,14/05/2020,43965Newport,2383,154676,100.2946128
08/05/2020,Newport,4.4,,77.2,6.5,28.9,13,47,1015.1,3.1,14.8,1.7,1,15/05/2020,43966Newport,2395,154676,100.5035669
09/05/2020,Newport,7.2,,76,5.5,28.9,14,45,1009.8,3.6,16.5,2.2,0.5,16/05/2020,43967Newport,2409,154676,100.5845511
10/05/2020,Newport,19.2,,79,3.2,28.5,12,30,1007.1,3.6,12.7,7,2,17/05/2020,43968Newport,2428,154676,100.788709
11/05/2020,Newport,22.1,,65,3.8,28.5,11,21,1018.6,3.4,6.3,8,2,18/05/2020,43969Newport,2457,154676,101.1943987
12/05/2020,Newport,2,,72.5,4.6,27.7,10,25,1018.7,3.6,8.1,1.7,0.6,19/05/2020,43970Newport,2473,154676,100.6512007
13/05/2020,Newport,,,71,6.4,27.3,10,21,1015.2,3.6,7.3,4,1,20/05/2020,43971Newport,2485,154676,100.4852406
14/05/2020,Newport,,,59.7,6,28.9,10,22,1020.8,3.6,9.1,1.7,0.5,21/05/2020,43972Newport,2495,154676,100.4024145
15/05/2020,Newport,1.2,,68.6,3.7,31.7,8,17,1022.1,3.7,10,2.7,1,22/05/2020,43973Newport,2504,154676,100.3607214
16/05/2020,Newport,1.4,,63.5,3.6,32.5,9,17,1022.4,3.6,12.2,5.3,1.2,23/05/2020,43974Newport,2516,154676,100.4792332
17/05/2020,Newport,1.4,,72.5,2.8,28.1,13,31,1021.5,3.6,12.3,7,1.5,24/05/2020,43975Newport,2520,154676,100.1589825
18/05/2020,Newport,1.2,,73.5,2.8,31.7,14,35,1021.4,3.7,12.9,7.2,1.7,25/05/2020,43976Newport,2528,154676,100.3174603
19/05/2020,Newport,1.5,,72.7,3.7,26,10,30,1020.7,4.2,15.1,5.2,1,26/05/2020,43977Newport,2532,154676,100.1582278
20/05/2020,Newport,2.7,,72.7,6.9,25.2,13,38,1018.3,1.1,14.1,6,1.6,27/05/2020,43978Newport,2542,154676,100.3949447
21/05/2020,Newport,3.7,,68,6.4,32.9,17,44,1016.2,1.1,17.2,2.6,0.5,28/05/2020,43979Newport,2548,154676,100.2360346
22/05/2020,Newport,1.4,,77.6,1.9,28.5,30,55,1011.5,1.1,13.8,14,4.2,29/05/2020,43980Newport,2552,154676,100.1569859
23/05/2020,Newport,1.1,,80.2,1.2,28.5,23,43,1018.7,1.1,11.6,13.5,4.2,30/05/2020,43981Newport,2552,154676,100
03/03/2020,Plymouth,,,,6,27,16,38,,,,,,10/03/2020,43900Plymouth,1,262100,0
06/03/2020,Plymouth,,,91,9.7,23.6,12,29,1007.9,,5,9,4.1,13/03/2020,43903Plymouth,3,262100,300
08/03/2020,Plymouth,,,89.2,2.7,30,15,30,1008,,8.3,18.1,10.4,15/03/2020,43905Plymouth,6,262100,200
09/03/2020,Plymouth,,,89.6,4.3,28,17,31,1014.5,,8.3,15.7,8.4,16/03/2020,43906Plymouth,7,262100,116.6666667
11/03/2020,Plymouth,,,94,3.2,31.1,13,30,1011.7,,10,19.5,11.2,18/03/2020,43908Plymouth,10,262100,142.8571429
12/03/2020,Plymouth,,,83,2.9,28.6,15,28,1015.1,,6.2,19.5,10.5,19/03/2020,43909Plymouth,12,262100,120
13/03/2020,Plymouth,,,88.1,7,25.4,14,25,1020,,7.6,11.4,6,20/03/2020,43910Plymouth,14,262100,116.6666667
14/03/2020,Plymouth,,,95,3.8,29.3,16,30,1013.6,,8.8,15.2,7.7,21/03/2020,43911Plymouth,16,262100,114.2857143
16/03/2020,Plymouth,,,81.8,7.4,18.4,15,30,1024.9,,7.2,8,3,23/03/2020,43913Plymouth,19,262100,118.75
17/03/2020,Plymouth,,,91,5.6,27.3,17,30,1028.5,,9.2,13.5,6.8,24/03/2020,43914Plymouth,26,262100,136.8421053
18/03/2020,Plymouth,,,96,4.8,26.7,13,25,1025.3,,9.4,13.3,7,25/03/2020,43915Plymouth,29,262100,111.5384615
19/03/2020,Plymouth,,,95.5,7.9,15.3,9,29,1024.4,,8.8,9,3.8,26/03/2020,43916Plymouth,38,262100,131.0344828
20/03/2020,Plymouth,,,69.8,5,24.8,10,33,1025.2,,7.6,18.7,7.5,27/03/2020,43917Plymouth,41,262100,107.8947368
21/03/2020,Plymouth,,,78.1,3.9,25.3,19,53,1021.5,,6.7,22.8,9.1,28/03/2020,43918Plymouth,44,262100,107.3170732
22/03/2020,Plymouth,,,74.4,4.2,22.8,16,52,1023.8,,6.6,12.1,4.5,29/03/2020,43919Plymouth,49,262100,111.3636364
23/03/2020,Plymouth,,,74.2,5.4,26.2,19,48,1023.5,,6.6,14.3,5,30/03/2020,43920Plymouth,56,262100,114.2857143
24/03/2020,Plymouth,,,71.1,8.2,25.4,22,65,1023.4,,8.5,9.7,3.7,31/03/2020,43921Plymouth,58,262100,103.5714286
25/03/2020,Plymouth,,,62.7,7.1,27,22,63,1022.7,,6.6,2.6,1.2,01/04/2020,43922Plymouth,66,262100,113.7931034
26/03/2020,Plymouth,,,57.1,12.5,16.5,24,71,1022.3,,8.3,6,3,02/04/2020,43923Plymouth,78,262100,118.1818182
27/03/2020,Plymouth,,,62.1,8,30.3,33,88,1023.5,,7.8,10.1,4.8,03/04/2020,43924Plymouth,92,262100,117.9487179
28/03/2020,Plymouth,,,61.5,2.1,34.7,20,58,1028,,7.6,20.7,10.1,04/04/2020,43925Plymouth,102,262100,110.8695652
29/03/2020,Plymouth,,,53.5,1.4,31.1,12,25,1038.7,,5.2,20.1,9.8,05/04/2020,43926Plymouth,103,262100,100.9803922
30/03/2020,Plymouth,,,65.3,2.6,29.1,8,23,1038.6,,2.7,12.8,7.1,06/04/2020,43927Plymouth,108,262100,104.8543689
31/03/2020,Plymouth,,,65.5,2.8,29.4,10,28,1031.3,,6.5,14.3,6,07/04/2020,43928Plymouth,116,262100,107.4074074
01/04/2020,Plymouth,,,71.4,3.6,29.3,11,30,1024.8,,6.6,8.3,3.8,08/04/2020,43929Plymouth,120,262100,103.4482759
02/04/2020,Plymouth,,,75.6,2.1,30.8,12,30,1020,,8.6,5.8,3,09/04/2020,43930Plymouth,129,262100,107.5
03/04/2020,Plymouth,,,87.6,2.7,26.5,12,34,1019.4,,8.9,5.5,2.5,10/04/2020,43931Plymouth,142,262100,110.0775194
04/04/2020,Plymouth,,,76.5,2.7,30.8,15,48,1018,,10.2,13,4.7,11/04/2020,43932Plymouth,143,262100,100.7042254
05/04/2020,Plymouth,,,73.2,2,31.4,20,51,1008.3,,12.3,17.2,6.8,12/04/2020,43933Plymouth,150,262100,104.8951049
06/04/2020,Plymouth,,,78.6,2.1,31.3,20,38,1018.2,,10.8,8.7,5.2,13/04/2020,43934Plymouth,162,262100,108
07/04/2020,Plymouth,,,59.8,4.2,28.9,11,30,1027.9,,12.6,10,3.8,14/04/2020,43935Plymouth,178,262100,109.8765432
08/04/2020,Plymouth,,,63.5,7.2,29.1,15,44,1024.4,,12.7,3.5,1.7,15/04/2020,43936Plymouth,189,262100,106.1797753
09/04/2020,Plymouth,,,60,8.3,39,31,83,1022.8,,15.3,10.5,3.2,16/04/2020,43937Plymouth,193,262100,102.1164021
10/04/2020,Plymouth,,,56.3,7.8,42.2,35,95,1021.6,,16.1,9.4,2.8,17/04/2020,43938Plymouth,200,262100,103.626943
11/04/2020,Plymouth,,,63.2,11.1,33.3,36,91,1021.3,,15,3.6,2,18/04/2020,43939Plymouth,202,262100,101
12/04/2020,Plymouth,,,70.4,7.6,31.2,37,101,1012.5,,13.9,5.5,2.5,19/04/2020,43940Plymouth,215,262100,106.4356436
13/04/2020,Plymouth,,,62.8,2.4,29.8,16,38,1023.1,,11.9,14.1,5.3,20/04/2020,43941Plymouth,224,262100,104.1860465
14/04/2020,Plymouth,,,69.7,3.5,32.7,16,35,1027.7,,6.7,12.6,4.6,21/04/2020,43942Plymouth,240,262100,107.1428571
15/04/2020,Plymouth,,,56.5,4.6,36,18,42,1020.8,,10.7,14,5.3,22/04/2020,43943Plymouth,257,262100,107.0833333
16/04/2020,Plymouth,,,64.8,7.9,31.4,25,66,1013.3,,13,8.1,3.3,23/04/2020,43944Plymouth,264,262100,102.7237354
17/04/2020,Plymouth,,,89.6,7.4,24.6,29,86,1012.1,,11.3,15.1,5.6,24/04/2020,43945Plymouth,267,262100,101.1363636
18/04/2020,Plymouth,,,91.5,4.9,24,21,68,1016.9,,10,11,3.5,25/04/2020,43946Plymouth,270,262100,101.1235955
19/04/2020,Plymouth,,,73.4,3.8,29.7,24,70,1018.8,,12.3,10.4,3.3,26/04/2020,43947Plymouth,273,262100,101.1111111
20/04/2020,Plymouth,,,51.7,4.5,36,18,50,1014.4,,13.3,12.6,4.3,27/04/2020,43948Plymouth,276,262100,101.0989011
21/04/2020,Plymouth,,,53.2,5.6,34,23,48,1014,,12.7,11.8,4.2,28/04/2020,43949Plymouth,285,262100,103.2608696
22/04/2020,Plymouth,,,57,7.1,33.2,30,62,1017.8,,15.2,7.4,2.8,29/04/2020,43950Plymouth,289,262100,101.4035088
23/04/2020,Plymouth,,,60.8,8.2,33.5,37,78,1018.7,,13.8,2.8,1.2,30/04/2020,43951Plymouth,291,262100,100.6920415
24/04/2020,Plymouth,,,81.5,5.5,37.2,42,99,1015.5,,12.3,2.8,1.5,01/05/2020,43952Plymouth,299,262100,102.7491409
25/04/2020,Plymouth,,,78.2,7.9,33.8,33,85,1013.7,,11.2,3,1.6,02/05/2020,43953Plymouth,300,262100,100.3344482
26/04/2020,Plymouth,,,80,6.4,31.8,22,60,1012.2,,11.2,3.1,1.3,03/05/2020,43954Plymouth,306,262100,102
27/04/2020,Plymouth,,,83.2,4,33.5,21,61,1007.8,,12,3.7,2,04/05/2020,43955Plymouth,308,262100,100.6535948
28/04/2020,Plymouth,,,93,4.5,21.5,15,55,1003.5,,10.5,5,2.5,05/05/2020,43956Plymouth,317,262100,102.9220779
29/04/2020,Plymouth,,,89,2,19.4,16,29,1000.1,,8.5,18.3,9.5,06/05/2020,43957Plymouth,328,262100,103.4700315
30/04/2020,Plymouth,,,89,1.8,30,10,20,995.8,,8.3,14.5,8.2,07/05/2020,43958Plymouth,334,262100,101.8292683
03/05/2020,Plymouth,,,91.6,3.5,25.2,7,25,1015.2,,10.5,6.6,3.3,10/05/2020,43961Plymouth,337,262100,100.8982036
04/05/2020,Plymouth,,,80.1,4.9,25.9,10,43,1017.2,,12.2,12.1,4.3,11/05/2020,43962Plymouth,339,262100,100.5934718
05/05/2020,Plymouth,,,85.8,6.3,29,20,55,1015.7,,10.5,21.6,7.8,12/05/2020,43963Plymouth,341,262100,100.5899705
06/05/2020,Plymouth,,,69.2,5,32.9,20,53,1023.7,,11.4,14.4,5.2,13/05/2020,43964Plymouth,342,262100,100.2932551
07/05/2020,Plymouth,,,70.7,7.6,33.4,29,71,1021.6,,15.4,7.1,2.2,14/05/2020,43965Plymouth,343,262100,100.2923977
08/05/2020,Plymouth,,,64.4,7.6,41,21,65,1017.3,,14.5,2.8,0.8,15/05/2020,43966Plymouth,345,262100,100.5830904
09/05/2020,Plymouth,,,48.3,7,55,26,74,1011.7,,18.2,4.2,1.7,16/05/2020,43967Plymouth,346,262100,100.2898551
10/05/2020,Plymouth,,,67.6,2.8,28.1,16,56,1007.5,,13.9,12.8,5,17/05/2020,43968Plymouth,348,262100,100.5780347
11/05/2020,Plymouth,,,55,2.9,28.3,12,24,1020,,7.9,17.5,7.2,18/05/2020,43969Plymouth,351,262100,100.862069
12/05/2020,Plymouth,,,58.5,3.5,32,10,25,1021.8,,9.8,7.5,3,19/05/2020,43970Plymouth,353,262100,100.5698006
13/05/2020,Plymouth,,,58.4,3.3,31,8,22,1016.5,,10.5,12.8,4.8,20/05/2020,43971Plymouth,354,262100,100.2832861
15/05/2020,Plymouth,,,65.4,3.5,31.4,11,24,1025.7,,11,10,4.4,22/05/2020,43973Plymouth,355,262100,100.2824859
17/05/2020,Plymouth,,,78.2,2.2,28.7,9,25,1026.1,,12.3,8.1,3.4,24/05/2020,43975Plymouth,356,262100,100.2816901
18/05/2020,Plymouth,,,80.8,2.8,30,11,34,1026.1,,12.3,5.8,2.2,25/05/2020,43976Plymouth,357,262100,100.2808989
19/05/2020,Plymouth,,,73.1,3.9,26.4,9,34,1025.2,,14.7,6.1,2.8,26/05/2020,43977Plymouth,358,262100,100.280112
23/05/2020,Plymouth,,,77.2,1.4,28.7,20,36,1025.6,,12.5,16.6,8.8,30/05/2020,43981Plymouth,358,262100,100
01/03/2020,Reading,,,71.8,4,28.4,10,9,988.6,,5,14.8,9.8,08/03/2020,43898Reading,1,161780,0
03/03/2020,Reading,,,,12.9,20.9,20,17,,,,,,10/03/2020,43900Reading,2,161780,200
05/03/2020,Reading,,,91,9.7,18.4,13,21,994.8,,5.5,9.5,6.2,12/03/2020,43902Reading,3,161780,150
07/03/2020,Reading,,,82.2,5,21.7,18,25,1015.1,,9.9,10.3,3.5,14/03/2020,43904Reading,6,161780,200
08/03/2020,Reading,,,79.1,4.5,29,9,9,1005.4,,9.2,13,8.3,15/03/2020,43905Reading,8,161780,133.3333333
09/03/2020,Reading,,,83,6.4,25.4,10,9,1010.5,,7.2,10.5,7,16/03/2020,43906Reading,9,161780,112.5
10/03/2020,Reading,,,84.7,4.7,20.1,5,,1004.5,,11.4,14,9.5,17/03/2020,43907Reading,11,161780,122.2222222
11/03/2020,Reading,,,73.8,3.6,30.4,8,9,1009.4,,10.4,14,8.6,18/03/2020,43908Reading,15,161780,136.3636364
12/03/2020,Reading,,,66.5,4.5,27.4,14,13,1010.3,,6.6,13,8.2,19/03/2020,43909Reading,16,161780,106.6666667
14/03/2020,Reading,,,84.7,4.4,26.7,10,13,1012.5,,9.4,8.4,2.7,21/03/2020,43911Reading,19,161780,118.75
15/03/2020,Reading,,,87.2,4,29.3,8,9,1007,,8.8,9,2.6,22/03/2020,43912Reading,22,161780,115.7894737
16/03/2020,Reading,,,75.5,8,12.5,13,17,1022.3,,4.8,1.5,0.5,23/03/2020,43913Reading,26,161780,118.1818182
17/03/2020,Reading,,,83.7,6,23.6,15,13,1026.4,,7.7,8.2,2,24/03/2020,43914Reading,28,161780,107.6923077
18/03/2020,Reading,,,86.6,4.2,23,13,9,1023.8,,11.1,8,2,25/03/2020,43915Reading,36,161780,128.5714286
19/03/2020,Reading,,,96.5,10.8,15.7,13,21,1025.5,,6.1,6,1.2,26/03/2020,43916Reading,43,161780,119.4444444
20/03/2020,Reading,,,77.2,7.2,23.6,11,13,1028.1,,5.5,10,2.7,27/03/2020,43917Reading,46,161780,106.9767442
21/03/2020,Reading,,,64.2,6.4,23.2,14,17,1025,,5.5,8,2.7,28/03/2020,43918Reading,56,161780,121.7391304
