Date,Country,City,Specie,median,variance
01/02/2020,GB,Edinburgh,pm10,6,213.9
01/02/2020,GB,Edinburgh,pressure,987.1,541.88
01/02/2020,GB,Edinburgh,so2,2.1,23.91
01/02/2020,GB,Edinburgh,no2,8.3,1002.5
01/02/2020,GB,Edinburgh,wind gust,19,1955.01
01/02/2020,GB,Edinburgh,dew,6,28.43
01/02/2020,GB,Edinburgh,temperature,7.2,31.29
01/02/2020,GB,Edinburgh,humidity,87.3,323.94
01/02/2020,GB,Edinburgh,wind speed,7.8,714.67
01/02/2020,GB,Edinburgh,co,0.6,1
01/02/2020,GB,Edinburgh,o3,28.5,394.96
01/02/2020,GB,Edinburgh,pm25,13,1232.17
01/02/2020,GB,Norwich,pm10,10,497.05
01/02/2020,GB,Norwich,o3,28.5,118.42
01/02/2020,GB,Norwich,pm25,25,2444.47
01/02/2020,GB,Norwich,no2,3.4,2540.21
01/02/2020,GB,Norwich,wind gust,6.4,48.18
01/02/2020,GB,Norwich,temperature,10.5,14.88
01/02/2020,GB,Norwich,humidity,92.2,1401.52
01/02/2020,GB,Norwich,wind speed,0.7,3.65
01/02/2020,GB,Norwich,pressure,998.8,92.83
01/02/2020,GB,Liverpool,pm25,25,1339.25
01/02/2020,GB,Liverpool,no2,1.4,27.14
01/02/2020,GB,Liverpool,dew,5.5,11.14
01/02/2020,GB,Liverpool,humidity,66.5,125.51
01/02/2020,GB,Liverpool,wind speed,7.7,78.77
01/02/2020,GB,Liverpool,wind gust,17.3,324.08
01/02/2020,GB,Liverpool,so2,4,2.07
01/02/2020,GB,Liverpool,o3,30.2,64.07
01/02/2020,GB,Liverpool,temperature,9,8.78
01/02/2020,GB,Liverpool,pressure,996.5,176.27
01/02/2020,GB,Liverpool,pm10,13,293.72
01/02/2020,GB,Belfast,o3,17.9,79.47
01/02/2020,GB,Belfast,dew,4.5,11.09
01/02/2020,GB,Belfast,pressure,993,402.8
01/02/2020,GB,Belfast,temperature,8.3,22.23
01/02/2020,GB,Belfast,humidity,79.8,199.55
01/02/2020,GB,Belfast,wind speed,7.7,106.42
01/02/2020,GB,Belfast,wind gust,14.7,363.54
01/02/2020,GB,Belfast,co,1,0.93
01/02/2020,GB,Belfast,pm10,15,201.38
01/02/2020,GB,Belfast,so2,1.8,0.83
01/02/2020,GB,Belfast,pm25,34,1887.66
01/02/2020,GB,Belfast,no2,11.9,816.95
01/02/2020,GB,Coventry,pm10,12,156.31
01/02/2020,GB,Coventry,pm25,29,952.54
01/02/2020,GB,Coventry,wind speed,2.6,33.66
01/02/2020,GB,Coventry,wind gust,13,323.5
01/02/2020,GB,Coventry,pressure,1001,113.15
01/02/2020,GB,Coventry,o3,29.3,70.3
01/02/2020,GB,Coventry,no2,2.8,14.16
01/02/2020,GB,Coventry,temperature,9.1,14.49
01/02/2020,GB,Coventry,humidity,81.3,1296.02
01/02/2020,GB,Leeds,wind speed,11,122.33
01/02/2020,GB,Leeds,wind gust,16.7,264.84
01/02/2020,GB,Leeds,o3,29.1,51.32
01/02/2020,GB,Leeds,no2,4.9,62.8
01/02/2020,GB,Leeds,dew,3.5,14.18
01/02/2020,GB,Leeds,co,4.3,2.97
01/02/2020,GB,Leeds,pm25,36,868.87
01/02/2020,GB,Leeds,pressure,994,944.92
01/02/2020,GB,Leeds,humidity,72.5,744.71
01/02/2020,GB,Leeds,pm10,12,190.35
01/02/2020,GB,Leeds,so2,3.2,0.18
01/02/2020,GB,Leeds,temperature,8,6.8
01/02/2020,GB,Cardiff,humidity,85.3,1301.77
01/02/2020,GB,Cardiff,wind speed,10.5,245.94
01/02/2020,GB,Cardiff,pressure,1001.3,1638.77
01/02/2020,GB,Cardiff,o3,28.5,85.98
01/02/2020,GB,Cardiff,pm25,38,1015.86
01/02/2020,GB,Cardiff,no2,4.2,208.63
01/02/2020,GB,Cardiff,wind gust,19.2,595.98
01/02/2020,GB,Cardiff,pm10,25,567.73
01/02/2020,GB,Cardiff,so2,3.1,2.2
01/02/2020,GB,Cardiff,temperature,8.8,8.75
01/02/2020,GB,Cardiff,co,2.2,0.54
01/02/2020,GB,Bristol,pm10,28,742.28
01/02/2020,GB,Bristol,pm25,53,1499.93
01/02/2020,GB,Bristol,temperature,9.4,6.49
01/02/2020,GB,Bristol,wind speed,3.3,54.97
01/02/2020,GB,Bristol,wind gust,10.8,129.71
01/02/2020,GB,Bristol,pressure,1004.9,117.97
01/02/2020,GB,Bristol,o3,28.9,69.84
01/02/2020,GB,Bristol,no2,6.1,465.08
01/02/2020,GB,Bristol,co,2.2,0.53
01/02/2020,GB,Bristol,so2,3.1,2.21
01/02/2020,GB,Bristol,humidity,82.4,501.55
01/02/2020,GB,London,humidity,75,3346.21
01/02/2020,GB,London,pressure,1004.6,224.65
01/02/2020,GB,London,dew,4,69.19
01/02/2020,GB,London,so2,3.6,25.01
01/02/2020,GB,London,pm25,31,1760.49
01/02/2020,GB,London,temperature,10.5,800.57
01/02/2020,GB,London,wind speed,7.2,262.39
01/02/2020,GB,London,co,6.5,63.53
01/02/2020,GB,London,wind gust,17.6,1270.57
01/02/2020,GB,London,o3,19.5,621.13
01/02/2020,GB,London,no2,8.9,517.04
01/02/2020,GB,London,pm10,15,695.71
01/02/2020,GB,Birmingham,pm10,12,253.75
01/02/2020,GB,Birmingham,no2,2.7,81.68
01/02/2020,GB,Birmingham,temperature,9,9.41
01/02/2020,GB,Birmingham,pressure,1000.8,114.52
01/02/2020,GB,Birmingham,o3,30.6,152.13
01/02/2020,GB,Birmingham,pm25,29,1236.98
01/02/2020,GB,Birmingham,humidity,78.5,685.86
01/02/2020,GB,Birmingham,wind speed,5.8,40.54
01/02/2020,GB,Birmingham,wind gust,10.8,340.84
01/02/2020,GB,Sheffield,pm10,11,185.28
01/02/2020,GB,Sheffield,o3,28.4,46.9
01/02/2020,GB,Sheffield,pm25,24,1148.44
01/02/2020,GB,Sheffield,temperature,8.1,6.26
01/02/2020,GB,Sheffield,pressure,996.4,161.7
01/02/2020,GB,Sheffield,no2,3.6,146.3
01/02/2020,GB,Sheffield,humidity,78.8,348.2
01/02/2020,GB,Sheffield,wind speed,3,17.73
01/02/2020,GB,Sheffield,wind gust,12.9,175.47
01/02/2020,GB,Newport,pressure,1001.3,1699.14
01/02/2020,GB,Newport,pm10,27,323.47
01/02/2020,GB,Newport,no2,2.5,51.25
01/02/2020,GB,Newport,co,2.2,0.54
01/02/2020,GB,Newport,temperature,8.8,9.56
01/02/2020,GB,Newport,wind speed,9.9,187.65
01/02/2020,GB,Newport,so2,3.1,2.27
01/02/2020,GB,Newport,o3,32.5,34.32
01/02/2020,GB,Newport,pm25,53,649.43
01/02/2020,GB,Newport,humidity,85.3,1425.15
01/02/2020,GB,Newport,wind gust,19.1,492.09
01/02/2020,GB,Leicester,so2,2.2,0.62
01/02/2020,GB,Leicester,wind speed,1.2,28.76
01/02/2020,GB,Leicester,wind gust,9.5,663.59
01/02/2020,GB,Leicester,pm10,11,292.01
01/02/2020,GB,Leicester,pm25,28,1566.67
01/02/2020,GB,Leicester,no2,5.1,166.73
01/02/2020,GB,Leicester,temperature,8.5,11.36
01/02/2020,GB,Leicester,humidity,78.7,1130.29
01/02/2020,GB,Leicester,pressure,999.1,115.24
01/02/2020,GB,Leicester,o3,24.3,174.04
01/02/2020,GB,Manchester,pm10,13,256.56
01/02/2020,GB,Manchester,pm25,38,880.03
01/02/2020,GB,Manchester,no2,5.8,228.84
01/02/2020,GB,Manchester,wind gust,15.4,369.51
01/02/2020,GB,Manchester,pressure,998.5,135.76
01/02/2020,GB,Manchester,dew,4.5,22.52
01/02/2020,GB,Manchester,o3,20,109.24
01/02/2020,GB,Manchester,so2,6.3,1.08
01/02/2020,GB,Manchester,temperature,9,9.35
01/02/2020,GB,Manchester,humidity,77.6,1123.26
01/02/2020,GB,Manchester,wind speed,7.3,113.71
01/02/2020,GB,Reading,temperature,9.7,18.67
01/02/2020,GB,Reading,wind speed,4.2,243.99
01/02/2020,GB,Reading,o3,27,80.47
01/02/2020,GB,Reading,pm25,25,666.05
01/02/2020,GB,Reading,no2,4.8,10.4
01/02/2020,GB,Reading,pressure,1004.2,117.22
01/02/2020,GB,Reading,pm10,20,343.76
01/02/2020,GB,Reading,humidity,75.8,2040.68
01/02/2020,GB,Reading,wind gust,9.7,10170
01/02/2020,GB,Plymouth,o3,27.8,39.62
01/02/2020,GB,Plymouth,pm25,44,736.57
01/02/2020,GB,Plymouth,no2,3.7,25.86
01/02/2020,GB,Plymouth,humidity,92.8,805.47
01/02/2020,GB,Plymouth,wind gust,8.6,0
01/02/2020,GB,Plymouth,pressure,1008.8,75.75
01/02/2020,GB,Plymouth,pm10,24,161.31
01/02/2020,GB,Plymouth,temperature,9.3,9.42
01/02/2020,GB,Plymouth,wind speed,2,0
01/02/2020,GB,Glasgow,wind speed,5.9,95.6
01/02/2020,GB,Glasgow,wind gust,13.5,434.34
01/02/2020,GB,Glasgow,pressure,990.5,553.79
01/02/2020,GB,Glasgow,pm10,6,271.05
01/02/2020,GB,Glasgow,no2,6.4,742.21
01/02/2020,GB,Glasgow,temperature,8,25.55
01/02/2020,GB,Glasgow,humidity,86.2,197.83
01/02/2020,GB,Glasgow,dew,5.5,50.99
01/02/2020,GB,Glasgow,o3,24.4,351.61
01/02/2020,GB,Glasgow,pm25,16,1799.43
01/02/2020,GB,Glasgow,so2,0.6,0.23
01/02/2020,GB,Preston,so2,4.5,16.72
01/02/2020,GB,Preston,humidity,74.2,1346.17
01/02/2020,GB,Preston,wind gust,16.1,426.98
01/02/2020,GB,Preston,temperature,8.2,22.67
01/02/2020,GB,Preston,wind speed,9.5,248.33
01/02/2020,GB,Preston,pressure,998.6,166.33
01/02/2020,GB,Preston,pm10,17,184.63
01/02/2020,GB,Preston,o3,25.8,169.9
01/02/2020,GB,Preston,pm25,40,862.23
01/02/2020,GB,Preston,no2,2.8,74.73
01/02/2020,GB,Swansea,humidity,89.7,2228.42
01/02/2020,GB,Swansea,pm25,46,2974.37
01/02/2020,GB,Swansea,pm10,34,1152.09
01/02/2020,GB,Swansea,o3,28.1,103.89
01/02/2020,GB,Swansea,so2,1.1,581.28
01/02/2020,GB,Swansea,no2,4.6,118.38
01/02/2020,GB,Swansea,temperature,9.3,5.37
01/02/2020,GB,Swansea,wind speed,5.5,75.67
01/02/2020,GB,Swansea,pressure,1004.6,240.07
01/02/2020,GB,Swansea,co,8.7,1881.01
01/02/2020,GB,Swansea,wind gust,17.1,338.12
01/02/2020,GB,Southend-on-Sea,o3,26.4,144.77
01/02/2020,GB,Southend-on-Sea,pm25,29,1471.13
01/02/2020,GB,Southend-on-Sea,pressure,1003.4,115.99
01/02/2020,GB,Southend-on-Sea,pm10,11,273.12
01/02/2020,GB,Southend-on-Sea,so2,1.4,0.21
01/02/2020,GB,Southend-on-Sea,no2,2,32.04
01/02/2020,GB,Southend-on-Sea,temperature,10.3,18.28
01/02/2020,GB,Southend-on-Sea,humidity,71.5,1870.9
01/02/2020,GB,Southend-on-Sea,wind speed,4.8,56.66
01/02/2020,GB,Southend-on-Sea,wind gust,7.3,397.45
02/02/2020,GB,Edinburgh,pm10,6,111.4
02/02/2020,GB,Edinburgh,pressure,998.4,69.06
02/02/2020,GB,Edinburgh,so2,4.5,10.89
02/02/2020,GB,Edinburgh,no2,11.1,624.5
02/02/2020,GB,Edinburgh,wind gust,7.4,599.04
02/02/2020,GB,Edinburgh,dew,4.5,50.37
02/02/2020,GB,Edinburgh,temperature,4,45.13
02/02/2020,GB,Edinburgh,humidity,90.2,182.99
02/02/2020,GB,Edinburgh,wind speed,2.8,183.9
02/02/2020,GB,Edinburgh,co,0.9,0.27
02/02/2020,GB,Edinburgh,o3,22.2,395.12
02/02/2020,GB,Edinburgh,pm25,13,668.6
02/02/2020,GB,Norwich,pm10,14,402.79
02/02/2020,GB,Norwich,o3,24.6,104.93
02/02/2020,GB,Norwich,pm25,34,2389.02
02/02/2020,GB,Norwich,no2,4.6,2330.63
02/02/2020,GB,Norwich,wind gust,3,46.96
02/02/2020,GB,Norwich,temperature,7.6,40.85
02/02/2020,GB,Norwich,humidity,99,0.58
02/02/2020,GB,Norwich,wind speed,0.5,2.07
02/02/2020,GB,Norwich,pressure,1004.6,31.94
02/02/2020,GB,Liverpool,pm25,24,2514.91
02/02/2020,GB,Liverpool,no2,2.9,32.79
02/02/2020,GB,Liverpool,dew,7,7.89
02/02/2020,GB,Liverpool,humidity,65,47.09
02/02/2020,GB,Liverpool,wind speed,4,40.29
02/02/2020,GB,Liverpool,wind gust,11,213.46
02/02/2020,GB,Liverpool,so2,4.6,1.08
02/02/2020,GB,Liverpool,o3,27.5,196.6
02/02/2020,GB,Liverpool,temperature,9,34.43
02/02/2020,GB,Liverpool,pressure,999.6,15.91
02/02/2020,GB,Liverpool,pm10,9,517.78
02/02/2020,GB,Belfast,o3,13.5,150.37
02/02/2020,GB,Belfast,dew,6,9.76
02/02/2020,GB,Belfast,pressure,998,28.15
02/02/2020,GB,Belfast,temperature,8,32.12
02/02/2020,GB,Belfast,humidity,90,397.45
02/02/2020,GB,Belfast,wind speed,5,68.39
02/02/2020,GB,Belfast,wind gust,11,348.99
02/02/2020,GB,Belfast,co,1.2,1.37
02/02/2020,GB,Belfast,pm10,16,285.34
02/02/2020,GB,Belfast,so2,2.1,1.17
02/02/2020,GB,Belfast,pm25,46,1118.48
02/02/2020,GB,Belfast,no2,15.1,461.55
02/02/2020,GB,Coventry,pm10,15,441.11
02/02/2020,GB,Coventry,pm25,39,2800.25
02/02/2020,GB,Coventry,wind speed,3.7,73.04
02/02/2020,GB,Coventry,wind gust,8.4,336.69
02/02/2020,GB,Coventry,pressure,1005.3,44.22
02/02/2020,GB,Coventry,o3,27.1,121.37
02/02/2020,GB,Coventry,no2,3.7,33.18
02/02/2020,GB,Coventry,temperature,8.7,50.73
02/02/2020,GB,Coventry,humidity,88,785.1
02/02/2020,GB,Leeds,wind speed,4.1,74.26
02/02/2020,GB,Leeds,wind gust,6,270.6
02/02/2020,GB,Leeds,o3,20.1,184.99
02/02/2020,GB,Leeds,no2,12.5,103.59
02/02/2020,GB,Leeds,dew,5,9.56
02/02/2020,GB,Leeds,co,4.8,4.96
02/02/2020,GB,Leeds,pm25,42,1876.02
02/02/2020,GB,Leeds,pressure,1002,1169.16
02/02/2020,GB,Leeds,humidity,92,580.16
02/02/2020,GB,Leeds,pm10,12,342.31
02/02/2020,GB,Leeds,so2,3.4,0.33
02/02/2020,GB,Leeds,temperature,6.6,28.54
02/02/2020,GB,Cardiff,humidity,93,1167.98
02/02/2020,GB,Cardiff,wind speed,12,307.52
02/02/2020,GB,Cardiff,pressure,1006,1729.62
02/02/2020,GB,Cardiff,o3,28.1,82.57
02/02/2020,GB,Cardiff,pm25,42,2987.63
02/02/2020,GB,Cardiff,no2,3.7,85.41
02/02/2020,GB,Cardiff,wind gust,21.5,747.17
02/02/2020,GB,Cardiff,pm10,27,1946.27
02/02/2020,GB,Cardiff,so2,3.1,2.19
02/02/2020,GB,Cardiff,temperature,10.1,38.79
02/02/2020,GB,Cardiff,co,2.3,0.25
02/02/2020,GB,Bristol,pm10,28,1359.33
02/02/2020,GB,Bristol,pm25,55,2603.36
02/02/2020,GB,Bristol,temperature,10.5,27.34
02/02/2020,GB,Bristol,wind speed,3.7,54.32
02/02/2020,GB,Bristol,wind gust,10,134.37
02/02/2020,GB,Bristol,pressure,1007.9,70.62
02/02/2020,GB,Bristol,o3,26.8,174.54
02/02/2020,GB,Bristol,no2,6.4,372.86
02/02/2020,GB,Bristol,co,2.3,0.25
02/02/2020,GB,Bristol,so2,3.1,1.32
02/02/2020,GB,Bristol,humidity,88.3,173.96
02/02/2020,GB,London,humidity,75,1890.32
02/02/2020,GB,London,pressure,1008.9,131.35
02/02/2020,GB,London,dew,8,33.97
02/02/2020,GB,London,so2,3.2,37.85
02/02/2020,GB,London,pm25,38,2628.96
02/02/2020,GB,London,temperature,11.1,447.42
02/02/2020,GB,London,wind speed,6.1,181.23
02/02/2020,GB,London,co,6.4,50.42
02/02/2020,GB,London,wind gust,15.2,889.59
02/02/2020,GB,London,o3,18.1,515.73
02/02/2020,GB,London,no2,9.7,466.27
02/02/2020,GB,London,pm10,17,630.57
02/02/2020,GB,Birmingham,pm10,13,384.58
02/02/2020,GB,Birmingham,no2,4.2,146.28
02/02/2020,GB,Birmingham,temperature,8.8,36.61
02/02/2020,GB,Birmingham,pressure,1005.5,40.67
02/02/2020,GB,Birmingham,o3,27.2,259.56
02/02/2020,GB,Birmingham,pm25,32,2261.57
02/02/2020,GB,Birmingham,humidity,82.5,700.14
02/02/2020,GB,Birmingham,wind speed,4.3,38.28
02/02/2020,GB,Birmingham,wind gust,8.3,198.23
02/02/2020,GB,Sheffield,pm10,9,345.91
02/02/2020,GB,Sheffield,o3,24.1,240.48
02/02/2020,GB,Sheffield,pm25,24,2450.22
02/02/2020,GB,Sheffield,temperature,6.7,26.99
02/02/2020,GB,Sheffield,pressure,1002.7,14.63
02/02/2020,GB,Sheffield,no2,5.8,388.05
02/02/2020,GB,Sheffield,humidity,89.5,136.58
02/02/2020,GB,Sheffield,wind speed,2,5.84
02/02/2020,GB,Sheffield,wind gust,6.3,153.91
02/02/2020,GB,Newport,pressure,1006,1674.66
02/02/2020,GB,Newport,pm10,29,1367.46
02/02/2020,GB,Newport,no2,3.2,53.44
02/02/2020,GB,Newport,co,2.3,0.25
02/02/2020,GB,Newport,temperature,10,42.52
02/02/2020,GB,Newport,wind speed,10.3,222.81
02/02/2020,GB,Newport,so2,3.1,1.35
02/02/2020,GB,Newport,o3,32.5,113.76
02/02/2020,GB,Newport,pm25,61,4791.16
02/02/2020,GB,Newport,humidity,93,1300.65
02/02/2020,GB,Newport,wind gust,20.7,641.72
02/02/2020,GB,Leicester,so2,0.9,2.86
02/02/2020,GB,Leicester,wind speed,5.7,103.2
02/02/2020,GB,Leicester,wind gust,9,359.79
02/02/2020,GB,Leicester,pm10,12,405.8
02/02/2020,GB,Leicester,pm25,34,2701.45
02/02/2020,GB,Leicester,no2,7.3,91.14
02/02/2020,GB,Leicester,temperature,7.3,40.24
02/02/2020,GB,Leicester,humidity,82,905.46
02/02/2020,GB,Leicester,pressure,1004.3,46.54
02/02/2020,GB,Leicester,o3,20.9,100.16
02/02/2020,GB,Manchester,pm10,13,284.1
02/02/2020,GB,Manchester,pm25,30,2594.54
02/02/2020,GB,Manchester,no2,10.4,734.3
02/02/2020,GB,Manchester,wind gust,8.1,194.63
02/02/2020,GB,Manchester,pressure,1002.7,20.11
02/02/2020,GB,Manchester,dew,6,5.09
02/02/2020,GB,Manchester,o3,13,186.42
02/02/2020,GB,Manchester,so2,5.6,2.8
02/02/2020,GB,Manchester,temperature,7.8,40.5
02/02/2020,GB,Manchester,humidity,92.1,626.54
02/02/2020,GB,Manchester,wind speed,4,51.82
02/02/2020,GB,Reading,temperature,10.5,45.26
02/02/2020,GB,Reading,wind speed,6.8,103.92
02/02/2020,GB,Reading,o3,23.6,123.27
02/02/2020,GB,Reading,pm25,30,2208.97
02/02/2020,GB,Reading,no2,4.7,14.26
02/02/2020,GB,Reading,pressure,1008.1,67.74
02/02/2020,GB,Reading,pm10,20,574.73
02/02/2020,GB,Reading,humidity,80.5,573.61
02/02/2020,GB,Reading,wind gust,10,209.71
02/02/2020,GB,Plymouth,o3,27.2,37.74
02/02/2020,GB,Plymouth,pm25,52,3520.4
02/02/2020,GB,Plymouth,no2,2.8,35.66
02/02/2020,GB,Plymouth,humidity,96,6.82
02/02/2020,GB,Plymouth,pressure,1011.5,92.25
02/02/2020,GB,Plymouth,pm10,26,1159.49
02/02/2020,GB,Plymouth,temperature,10.6,2.04
02/02/2020,GB,Glasgow,wind speed,3.4,62.63
02/02/2020,GB,Glasgow,wind gust,5,220.34
02/02/2020,GB,Glasgow,pressure,999.9,169.82
02/02/2020,GB,Glasgow,pm10,8,158.64
02/02/2020,GB,Glasgow,no2,15.6,612.27
02/02/2020,GB,Glasgow,temperature,4.7,52.34
02/02/2020,GB,Glasgow,humidity,92.6,136.58
02/02/2020,GB,Glasgow,dew,4,68.96
02/02/2020,GB,Glasgow,o3,15,643.51
02/02/2020,GB,Glasgow,pm25,21,1183.94
02/02/2020,GB,Glasgow,so2,0.9,0.73
02/02/2020,GB,Preston,so2,5,4.19
02/02/2020,GB,Preston,humidity,87,949.66
02/02/2020,GB,Preston,wind gust,7.6,142.36
02/02/2020,GB,Preston,temperature,7.2,46.1
02/02/2020,GB,Preston,wind speed,4.7,77.96
02/02/2020,GB,Preston,pressure,1003.1,18.55
02/02/2020,GB,Preston,pm10,13,517.9
02/02/2020,GB,Preston,o3,21.3,232.33
02/02/2020,GB,Preston,pm25,34,2963.69
02/02/2020,GB,Preston,no2,6.1,77.92
02/02/2020,GB,Swansea,humidity,97,1176.99
02/02/2020,GB,Swansea,pm25,55,7030.86
02/02/2020,GB,Swansea,pm10,37,3065.67
02/02/2020,GB,Swansea,o3,25.6,146.74
02/02/2020,GB,Swansea,so2,6.1,823.13
02/02/2020,GB,Swansea,no2,4.6,183.74
02/02/2020,GB,Swansea,temperature,10,14.81
02/02/2020,GB,Swansea,wind speed,5.5,75.43
02/02/2020,GB,Swansea,pressure,1006.1,207.99
02/02/2020,GB,Swansea,co,4.4,2103.9
02/02/2020,GB,Swansea,wind gust,19,191.28
02/02/2020,GB,Southend-on-Sea,o3,25.5,81.28
02/02/2020,GB,Southend-on-Sea,pm25,35,2918.83
02/02/2020,GB,Southend-on-Sea,pressure,1007.8,66.13
02/02/2020,GB,Southend-on-Sea,pm10,13,451.59
02/02/2020,GB,Southend-on-Sea,so2,1.5,0.51
02/02/2020,GB,Southend-on-Sea,no2,2.5,22.35
02/02/2020,GB,Southend-on-Sea,temperature,11.1,56.06
02/02/2020,GB,Southend-on-Sea,humidity,80.7,741.99
02/02/2020,GB,Southend-on-Sea,wind speed,3.8,2292.37
02/02/2020,GB,Southend-on-Sea,wind gust,5.6,351.68
03/02/2020,GB,Edinburgh,pm10,9,249.4
03/02/2020,GB,Edinburgh,pressure,1000.3,53.02
03/02/2020,GB,Edinburgh,so2,3.2,8.73
03/02/2020,GB,Edinburgh,no2,5.6,520.86
03/02/2020,GB,Edinburgh,wind gust,23.4,594.28
03/02/2020,GB,Edinburgh,dew,2,34.46
03/02/2020,GB,Edinburgh,temperature,4.6,32.27
03/02/2020,GB,Edinburgh,humidity,82.8,219.25
03/02/2020,GB,Edinburgh,wind speed,9.5,320.41
03/02/2020,GB,Edinburgh,co,0.9,0.4
03/02/2020,GB,Edinburgh,o3,29.1,65.36
03/02/2020,GB,Edinburgh,pm25,21,633.4
03/02/2020,GB,Norwich,pm10,14,216.03
03/02/2020,GB,Norwich,o3,26.6,61.54
03/02/2020,GB,Norwich,pm25,34,1586.43
03/02/2020,GB,Norwich,no2,6,2509.16
03/02/2020,GB,Norwich,wind gust,4.3,38.55
03/02/2020,GB,Norwich,temperature,9.2,35.53
03/02/2020,GB,Norwich,humidity,93.3,415.88
03/02/2020,GB,Norwich,wind speed,0.3,0.61
03/02/2020,GB,Norwich,pressure,1009,25.79
03/02/2020,GB,Liverpool,pm25,29,559.11
03/02/2020,GB,Liverpool,no2,3.8,39.53
03/02/2020,GB,Liverpool,dew,3,20.28
03/02/2020,GB,Liverpool,humidity,67,135.75
03/02/2020,GB,Liverpool,wind speed,8.7,27.64
03/02/2020,GB,Liverpool,wind gust,17.8,89.81
03/02/2020,GB,Liverpool,so2,4.6,0.67
03/02/2020,GB,Liverpool,o3,29.5,26.21
03/02/2020,GB,Liverpool,temperature,7.8,15.79
03/02/2020,GB,Liverpool,pressure,1007.8,77.59
03/02/2020,GB,Liverpool,pm10,15,209.79
03/02/2020,GB,Belfast,o3,18.7,39.58
03/02/2020,GB,Belfast,dew,2,12.94
03/02/2020,GB,Belfast,pressure,1008.5,88.24
03/02/2020,GB,Belfast,temperature,5,19.69
03/02/2020,GB,Belfast,humidity,80,248.19
03/02/2020,GB,Belfast,wind speed,7.7,17.8
03/02/2020,GB,Belfast,wind gust,15.4,140.26
03/02/2020,GB,Belfast,co,0.7,0.2
03/02/2020,GB,Belfast,pm10,13,63.29
03/02/2020,GB,Belfast,so2,1.6,61.29
03/02/2020,GB,Belfast,pm25,32,391.49
03/02/2020,GB,Belfast,no2,9.2,494.32
03/02/2020,GB,Coventry,pm10,12,78.28
03/02/2020,GB,Coventry,pm25,26,803.85
03/02/2020,GB,Coventry,wind speed,3,28.65
03/02/2020,GB,Coventry,wind gust,9,87.44
03/02/2020,GB,Coventry,pressure,1011,24.52
03/02/2020,GB,Coventry,o3,25,219.83
03/02/2020,GB,Coventry,no2,5.8,200.34
03/02/2020,GB,Coventry,temperature,7.9,32.18
03/02/2020,GB,Coventry,humidity,77,769.99
03/02/2020,GB,Leeds,wind speed,12.3,115.32
03/02/2020,GB,Leeds,wind gust,18.7,167.88
03/02/2020,GB,Leeds,o3,26.7,76.33
03/02/2020,GB,Leeds,no2,7.4,135.91
03/02/2020,GB,Leeds,dew,2,20.58
03/02/2020,GB,Leeds,co,4.8,3.09
03/02/2020,GB,Leeds,pm25,33,885.51
03/02/2020,GB,Leeds,pressure,1007,955.08
03/02/2020,GB,Leeds,humidity,75.8,569.07
03/02/2020,GB,Leeds,pm10,14,231.02
03/02/2020,GB,Leeds,so2,0.9,16.7
03/02/2020,GB,Leeds,temperature,6,26.2
03/02/2020,GB,Cardiff,humidity,87,349.52
03/02/2020,GB,Cardiff,wind speed,7.3,208.11
03/02/2020,GB,Cardiff,pressure,1013.5,284.57
03/02/2020,GB,Cardiff,o3,22.5,391.65
03/02/2020,GB,Cardiff,pm25,30,1481.59
03/02/2020,GB,Cardiff,no2,8.3,660.13
03/02/2020,GB,Cardiff,wind gust,13.3,324.17
03/02/2020,GB,Cardiff,pm10,20,1106.41
03/02/2020,GB,Cardiff,so2,3.2,4.06
03/02/2020,GB,Cardiff,temperature,8,25.57
03/02/2020,GB,Cardiff,co,2.3,1.31
03/02/2020,GB,Bristol,pm10,24,651.15
03/02/2020,GB,Bristol,pm25,46,1394.93
03/02/2020,GB,Bristol,temperature,8.8,24.79
03/02/2020,GB,Bristol,wind speed,4.7,79.59
03/02/2020,GB,Bristol,wind gust,10.9,241.47
03/02/2020,GB,Bristol,pressure,1013.7,19.76
03/02/2020,GB,Bristol,o3,24.2,211.29
03/02/2020,GB,Bristol,no2,9.6,1248.37
03/02/2020,GB,Bristol,co,2.3,1.28
03/02/2020,GB,Bristol,so2,3.2,1.66
03/02/2020,GB,Bristol,humidity,83.4,404.35
03/02/2020,GB,London,humidity,74.8,1125.2
03/02/2020,GB,London,pressure,1012.7,3004.92
03/02/2020,GB,London,dew,5.5,45.01
03/02/2020,GB,London,so2,5,23.6
03/02/2020,GB,London,pm25,35,1337.39
03/02/2020,GB,London,temperature,10,45.1
03/02/2020,GB,London,wind speed,6.9,94.99
03/02/2020,GB,London,co,5.5,67.97
03/02/2020,GB,London,wind gust,18,279.54
03/02/2020,GB,London,o3,17.9,664.23
03/02/2020,GB,London,no2,13.3,874.45
03/02/2020,GB,London,pm10,17,725.87
03/02/2020,GB,Birmingham,pm10,11,142.8
03/02/2020,GB,Birmingham,so2,0.2,0.03
03/02/2020,GB,Birmingham,no2,5.9,434.22
03/02/2020,GB,Birmingham,temperature,7.9,38.57
03/02/2020,GB,Birmingham,pressure,1011.3,25.9
03/02/2020,GB,Birmingham,o3,27.8,369.57
03/02/2020,GB,Birmingham,pm25,24,802.08
03/02/2020,GB,Birmingham,humidity,73.5,239.36
03/02/2020,GB,Birmingham,wind speed,4,18
03/02/2020,GB,Birmingham,wind gust,9.1,62.32
03/02/2020,GB,Sheffield,pm10,10,73.69
