Date,Country,City,Specie,median,variance
18/05/2020,GB,Edinburgh,temperature,12.2,33.01
24/05/2020,GB,Edinburgh,temperature,12.6,49.69
01/05/2020,GB,Edinburgh,temperature,8.7,96.26
28/05/2020,GB,Edinburgh,temperature,18.3,238.26
19/05/2020,GB,Edinburgh,temperature,14.4,55.03
05/05/2020,GB,Edinburgh,temperature,8.7,166.38
07/05/2020,GB,Edinburgh,temperature,13.8,252.62
23/05/2020,GB,Edinburgh,temperature,10.5,19.72
14/05/2020,GB,Edinburgh,temperature,9.5,224.78
16/05/2020,GB,Edinburgh,temperature,10.9,77.63
22/05/2020,GB,Edinburgh,temperature,13.3,19.58
21/05/2020,GB,Edinburgh,temperature,13.7,91.28
29/05/2020,GB,Edinburgh,temperature,19.5,172.56
08/05/2020,GB,Edinburgh,temperature,13.6,100.24
26/05/2020,GB,Edinburgh,temperature,13.6,90.19
15/05/2020,GB,Edinburgh,temperature,10,106.68
25/05/2020,GB,Edinburgh,temperature,14.4,163.29
17/05/2020,GB,Edinburgh,temperature,11.8,36.33
09/05/2020,GB,Edinburgh,temperature,14.3,192.43
06/05/2020,GB,Edinburgh,temperature,11.4,252.18
13/05/2020,GB,Edinburgh,temperature,6.1,91.55
02/05/2020,GB,Edinburgh,temperature,10,79.92
20/05/2020,GB,Edinburgh,temperature,17.6,120.68
03/05/2020,GB,Edinburgh,temperature,9,51.68
04/05/2020,GB,Edinburgh,temperature,7.7,53.11
11/05/2020,GB,Edinburgh,temperature,6.9,163.93
27/05/2020,GB,Edinburgh,temperature,12.7,128.19
05/05/2020,GB,Edinburgh,humidity,73.1,1484.13
27/05/2020,GB,Edinburgh,humidity,63.2,1276.98
04/05/2020,GB,Edinburgh,humidity,86.5,1687.02
09/05/2020,GB,Edinburgh,humidity,75.3,1981.58
17/05/2020,GB,Edinburgh,humidity,81.7,155.15
07/05/2020,GB,Edinburgh,humidity,61.5,858.12
10/05/2020,GB,Edinburgh,humidity,66.4,2467.34
11/05/2020,GB,Edinburgh,humidity,52.6,1897.01
12/05/2020,GB,Edinburgh,humidity,73.5,2561.87
16/05/2020,GB,Edinburgh,humidity,71,870.82
01/05/2020,GB,Edinburgh,humidity,83.4,2290.97
18/05/2020,GB,Edinburgh,humidity,86,618.89
13/05/2020,GB,Edinburgh,humidity,58.5,1736.19
24/05/2020,GB,Edinburgh,humidity,79.7,578.59
03/05/2020,GB,Edinburgh,humidity,79.7,468.37
26/05/2020,GB,Edinburgh,humidity,62,2235.17
15/05/2020,GB,Edinburgh,humidity,64,1324.64
20/05/2020,GB,Edinburgh,humidity,69.4,4650.06
28/05/2020,GB,Edinburgh,humidity,59.3,1252.41
23/05/2020,GB,Edinburgh,humidity,78.2,394.11
14/05/2020,GB,Edinburgh,humidity,60.6,1034.44
21/05/2020,GB,Edinburgh,humidity,61.5,963.95
02/05/2020,GB,Edinburgh,humidity,69.2,1867.47
08/05/2020,GB,Edinburgh,humidity,72.7,1320.28
30/05/2020,GB,Edinburgh,humidity,62.2,3785.76
06/05/2020,GB,Edinburgh,humidity,61.5,3395.02
19/05/2020,GB,Edinburgh,humidity,85.1,794.23
29/05/2020,GB,Edinburgh,humidity,63.5,1616.15
22/05/2020,GB,Edinburgh,humidity,66.9,862.85
25/05/2020,GB,Edinburgh,humidity,67.6,1959.45
25/05/2020,GB,Edinburgh,co,0.2,0.46
07/05/2020,GB,Edinburgh,co,0.2,0.06
21/05/2020,GB,Edinburgh,co,0.3,0.13
18/05/2020,GB,Edinburgh,co,0.3,0.03
06/05/2020,GB,Edinburgh,co,0.2,0.07
28/05/2020,GB,Edinburgh,co,0.3,0.11
24/05/2020,GB,Edinburgh,co,0.2,0.02
26/05/2020,GB,Edinburgh,co,0.4,0
19/05/2020,GB,Edinburgh,co,0.3,0.07
20/05/2020,GB,Edinburgh,co,0.3,0.2
13/05/2020,GB,Edinburgh,co,0.2,0.03
14/05/2020,GB,Edinburgh,co,0.3,0
04/05/2020,GB,Edinburgh,co,0.7,0.11
27/05/2020,GB,Edinburgh,co,0.2,0.03
29/05/2020,GB,Edinburgh,co,0.2,0.04
05/05/2020,GB,Edinburgh,co,0.8,0.17
30/05/2020,GB,Edinburgh,co,0.2,0
01/05/2020,GB,Edinburgh,o3,28.5,219.2
23/05/2020,GB,Edinburgh,o3,27.6,24.18
10/05/2020,GB,Edinburgh,o3,27.3,40.25
06/05/2020,GB,Edinburgh,o3,29.7,418.45
07/05/2020,GB,Edinburgh,o3,36.2,523.93
11/05/2020,GB,Edinburgh,o3,29.3,173.29
19/05/2020,GB,Edinburgh,o3,22.4,114.49
16/05/2020,GB,Edinburgh,o3,28.5,22.79
21/05/2020,GB,Edinburgh,o3,33.9,143.29
02/05/2020,GB,Edinburgh,o3,30.5,467.2
26/05/2020,GB,Edinburgh,o3,24,106.1
14/05/2020,GB,Edinburgh,o3,28.5,318.82
18/05/2020,GB,Edinburgh,o3,27.3,54.47
28/05/2020,GB,Edinburgh,o3,26,390.8
05/05/2020,GB,Edinburgh,o3,30.1,169.43
13/05/2020,GB,Edinburgh,o3,25,223.64
30/05/2020,GB,Edinburgh,o3,25.5,466.15
25/05/2020,GB,Edinburgh,o3,28.1,443.95
03/05/2020,GB,Edinburgh,o3,27.9,151.92
17/05/2020,GB,Edinburgh,o3,26.4,104.48
20/05/2020,GB,Edinburgh,o3,26.6,687.9
22/05/2020,GB,Edinburgh,o3,29.3,87.83
29/05/2020,GB,Edinburgh,o3,29.8,880.88
15/05/2020,GB,Edinburgh,o3,30.2,198.68
27/05/2020,GB,Edinburgh,o3,25.6,326.83
09/05/2020,GB,Edinburgh,o3,24.4,526.05
08/05/2020,GB,Edinburgh,o3,26.9,168.03
24/05/2020,GB,Edinburgh,o3,26.2,37.67
12/05/2020,GB,Edinburgh,o3,27.9,142.39
04/05/2020,GB,Edinburgh,o3,30.5,217.73
14/05/2020,GB,Edinburgh,pm25,11,189.37
20/05/2020,GB,Edinburgh,pm25,17,409.79
23/05/2020,GB,Edinburgh,pm25,17,1126.31
03/05/2020,GB,Edinburgh,pm25,25,611.18
21/05/2020,GB,Edinburgh,pm25,17,661.37
30/05/2020,GB,Edinburgh,pm25,21,969.06
04/05/2020,GB,Edinburgh,pm25,17,490.01
05/05/2020,GB,Edinburgh,pm25,13,487.74
26/05/2020,GB,Edinburgh,pm25,25,241.24
06/05/2020,GB,Edinburgh,pm25,21,550.46
25/05/2020,GB,Edinburgh,pm25,21,241.3
09/05/2020,GB,Edinburgh,pm25,13,1718.12
17/05/2020,GB,Edinburgh,pm25,9,420.55
28/05/2020,GB,Edinburgh,pm25,21,488.01
01/05/2020,GB,Edinburgh,pm25,25,1032.05
29/05/2020,GB,Edinburgh,pm25,34,1065.55
02/05/2020,GB,Edinburgh,pm25,13,244.59
24/05/2020,GB,Edinburgh,pm25,17,603.53
11/05/2020,GB,Edinburgh,pm25,13,207.26
16/05/2020,GB,Edinburgh,pm25,13,184.76
19/05/2020,GB,Edinburgh,pm25,11,189.13
13/05/2020,GB,Edinburgh,pm25,12,219.95
10/05/2020,GB,Edinburgh,pm25,13,186.16
15/05/2020,GB,Edinburgh,pm25,13,175.66
07/05/2020,GB,Edinburgh,pm25,30,500.11
08/05/2020,GB,Edinburgh,pm25,17,2213.76
12/05/2020,GB,Edinburgh,pm25,13,160.25
18/05/2020,GB,Edinburgh,pm25,13,169.74
27/05/2020,GB,Edinburgh,pm25,25,143.69
22/05/2020,GB,Edinburgh,pm25,30,749.02
04/05/2020,GB,Norwich,pm10,11,157.68
01/05/2020,GB,Norwich,pm10,8,180.95
07/05/2020,GB,Norwich,pm10,17,384.36
02/05/2020,GB,Norwich,pm10,10,121.17
20/05/2020,GB,Norwich,pm10,17,231.3
03/05/2020,GB,Norwich,pm10,15,133.67
11/05/2020,GB,Norwich,pm10,11,566.41
12/05/2020,GB,Norwich,pm10,9,104.41
26/05/2020,GB,Norwich,pm10,12,243.26
16/05/2020,GB,Norwich,pm10,10,1013.1
21/05/2020,GB,Norwich,pm10,23,1485.55
18/05/2020,GB,Norwich,pm10,13,152.68
10/05/2020,GB,Norwich,pm10,17,1087.27
25/05/2020,GB,Norwich,pm10,15,373.22
28/05/2020,GB,Norwich,pm10,9,228.49
22/05/2020,GB,Norwich,pm10,17,982.38
27/05/2020,GB,Norwich,pm10,11,242.74
09/05/2020,GB,Norwich,pm10,23,674.7
05/05/2020,GB,Norwich,pm10,9,131.71
17/05/2020,GB,Norwich,pm10,11,149.3
30/05/2020,GB,Norwich,pm10,13,295.17
24/05/2020,GB,Norwich,pm10,12,171.95
15/05/2020,GB,Norwich,pm10,10,250.26
23/05/2020,GB,Norwich,pm10,15,269.13
29/05/2020,GB,Norwich,pm10,8,358.94
14/05/2020,GB,Norwich,pm10,5,119.55
06/05/2020,GB,Norwich,pm10,11,181.06
08/05/2020,GB,Norwich,pm10,19,724.53
13/05/2020,GB,Norwich,pm10,8,236.3
19/05/2020,GB,Norwich,pm10,12,165.98
27/05/2020,GB,Norwich,o3,24.4,311.33
09/05/2020,GB,Norwich,o3,39.8,1375.88
01/05/2020,GB,Norwich,o3,27.7,134.86
03/05/2020,GB,Norwich,o3,24,389.51
23/05/2020,GB,Norwich,o3,27.8,47.26
26/05/2020,GB,Norwich,o3,26,671.71
14/05/2020,GB,Norwich,o3,26.9,363.98
25/05/2020,GB,Norwich,o3,28.1,1203.42
07/05/2020,GB,Norwich,o3,35,2595.56
16/05/2020,GB,Norwich,o3,27.7,301.8
24/05/2020,GB,Norwich,o3,26.2,106.74
22/05/2020,GB,Norwich,o3,29.3,259.68
12/05/2020,GB,Norwich,o3,24.8,413.95
15/05/2020,GB,Norwich,o3,29.3,843.17
28/05/2020,GB,Norwich,o3,22.7,601.79
08/05/2020,GB,Norwich,o3,39.8,977.74
29/05/2020,GB,Norwich,o3,25.9,488.4
17/05/2020,GB,Norwich,o3,31.7,681.36
19/05/2020,GB,Norwich,o3,22.7,232.94
05/05/2020,GB,Norwich,o3,31.1,198.19
02/05/2020,GB,Norwich,o3,27.7,346.48
20/05/2020,GB,Norwich,o3,31,2199.55
30/05/2020,GB,Norwich,o3,25.2,783.06
10/05/2020,GB,Norwich,o3,30.1,189.34
13/05/2020,GB,Norwich,o3,29,202.22
21/05/2020,GB,Norwich,o3,26.9,1065.6
18/05/2020,GB,Norwich,o3,29,330.22
11/05/2020,GB,Norwich,o3,27.5,161.18
04/05/2020,GB,Norwich,o3,28.5,532.14
06/05/2020,GB,Norwich,o3,28.3,484.87
24/05/2020,GB,Norwich,pm25,29,901.29
15/05/2020,GB,Norwich,pm25,26,2101.81
14/05/2020,GB,Norwich,pm25,13,1544.08
12/05/2020,GB,Norwich,pm25,21,1355.74
02/05/2020,GB,Norwich,pm25,36,1647.22
09/05/2020,GB,Norwich,pm25,68,2787.32
13/05/2020,GB,Norwich,pm25,16,1841.04
22/05/2020,GB,Norwich,pm25,32,10273
25/05/2020,GB,Norwich,pm25,44,626.67
21/05/2020,GB,Norwich,pm25,62,10451.7
01/05/2020,GB,Norwich,pm25,24,2018.54
18/05/2020,GB,Norwich,pm25,31,1128.09
19/05/2020,GB,Norwich,pm25,30,1590.27
05/05/2020,GB,Norwich,pm25,17,900.28
11/05/2020,GB,Norwich,pm25,21,2615.47
29/05/2020,GB,Norwich,pm25,17,165.63
04/05/2020,GB,Norwich,pm25,38,1754.65
17/05/2020,GB,Norwich,pm25,25,2072.93
03/05/2020,GB,Norwich,pm25,50,1672.07
07/05/2020,GB,Norwich,pm25,53,1632.58
08/05/2020,GB,Norwich,pm25,56,3210.23
10/05/2020,GB,Norwich,pm25,30,11465.4
30/05/2020,GB,Norwich,pm25,26,125.38
06/05/2020,GB,Norwich,pm25,26,1080.37
16/05/2020,GB,Norwich,pm25,26,4857.33
27/05/2020,GB,Norwich,pm25,25,327.54
28/05/2020,GB,Norwich,pm25,21,148.41
23/05/2020,GB,Norwich,pm25,23,664.33
20/05/2020,GB,Norwich,pm25,55,1978.03
26/05/2020,GB,Norwich,pm25,24,1091.23
15/05/2020,GB,Norwich,no2,5.9,143.92
03/05/2020,GB,Norwich,no2,5.2,32.77
09/05/2020,GB,Norwich,no2,6.9,127.48
10/05/2020,GB,Norwich,no2,4.4,63.48
27/05/2020,GB,Norwich,no2,6.6,146.14
16/05/2020,GB,Norwich,no2,3.7,32.41
23/05/2020,GB,Norwich,no2,1.7,21.7
28/05/2020,GB,Norwich,no2,5.4,65.66
30/05/2020,GB,Norwich,no2,5.1,2032.49
07/05/2020,GB,Norwich,no2,8.7,151.08
02/05/2020,GB,Norwich,no2,3.5,34.85
06/05/2020,GB,Norwich,no2,4.6,122.43
14/05/2020,GB,Norwich,no2,3.7,135.37
20/05/2020,GB,Norwich,no2,7,49.69
18/05/2020,GB,Norwich,no2,3.7,20.85
12/05/2020,GB,Norwich,no2,4.5,50.19
25/05/2020,GB,Norwich,no2,4.6,32.34
11/05/2020,GB,Norwich,no2,2.1,41.64
13/05/2020,GB,Norwich,no2,2.8,49.46
22/05/2020,GB,Norwich,no2,4.6,128.63
01/05/2020,GB,Norwich,no2,2.8,19.89
08/05/2020,GB,Norwich,no2,6.9,65.67
19/05/2020,GB,Norwich,no2,4.4,77.69
29/05/2020,GB,Norwich,no2,3.7,36.79
21/05/2020,GB,Norwich,no2,8.5,129.47
26/05/2020,GB,Norwich,no2,5.1,63.86
04/05/2020,GB,Norwich,no2,2.8,102.42
24/05/2020,GB,Norwich,no2,1.7,25.74
05/05/2020,GB,Norwich,no2,3.6,76.34
17/05/2020,GB,Norwich,no2,3.2,19.09
01/05/2020,GB,Norwich,temperature,10,80.52
07/05/2020,GB,Norwich,temperature,13.8,603.53
26/05/2020,GB,Norwich,temperature,16.5,295.84
30/05/2020,GB,Norwich,temperature,17.3,423.77
14/05/2020,GB,Norwich,temperature,7.5,158.39
02/05/2020,GB,Norwich,temperature,11.3,126.64
10/05/2020,GB,Norwich,temperature,8.1,61.97
11/05/2020,GB,Norwich,temperature,7.1,66.75
23/05/2020,GB,Norwich,temperature,14.7,62.86
06/05/2020,GB,Norwich,temperature,9.7,376.67
17/05/2020,GB,Norwich,temperature,15.7,295
28/05/2020,GB,Norwich,temperature,14.1,302.03
05/05/2020,GB,Norwich,temperature,8.7,96.68
19/05/2020,GB,Norwich,temperature,16.6,115.03
21/05/2020,GB,Norwich,temperature,19.1,279.48
15/05/2020,GB,Norwich,temperature,12.3,493.49
22/05/2020,GB,Norwich,temperature,17.5,83.35
18/05/2020,GB,Norwich,temperature,16.5,164.79
16/05/2020,GB,Norwich,temperature,12.5,107
20/05/2020,GB,Norwich,temperature,19.7,361.11
03/05/2020,GB,Norwich,temperature,10.5,120.32
04/05/2020,GB,Norwich,temperature,9.9,76.28
08/05/2020,GB,Norwich,temperature,16.9,406.45
25/05/2020,GB,Norwich,temperature,18.4,411.33
27/05/2020,GB,Norwich,temperature,15,125.03
09/05/2020,GB,Norwich,temperature,17.9,298.7
24/05/2020,GB,Norwich,temperature,14.9,98.77
12/05/2020,GB,Norwich,temperature,9.1,210.78
13/05/2020,GB,Norwich,temperature,7.6,53.95
29/05/2020,GB,Norwich,temperature,13.8,289.59
10/05/2020,GB,Norwich,humidity,80.8,658.69
25/05/2020,GB,Norwich,humidity,62.8,3850.19
20/05/2020,GB,Norwich,humidity,66,1861.34
23/05/2020,GB,Norwich,humidity,57.2,820.92
24/05/2020,GB,Norwich,humidity,69,525.17
02/05/2020,GB,Norwich,humidity,72.5,1141.59
18/05/2020,GB,Norwich,humidity,64.2,1801.64
21/05/2020,GB,Norwich,humidity,62.1,2437.1
19/05/2020,GB,Norwich,humidity,73,733.44
14/05/2020,GB,Norwich,humidity,68.2,2389.82
08/05/2020,GB,Norwich,humidity,67.7,1453.06
09/05/2020,GB,Norwich,humidity,54.6,3143.77
28/05/2020,GB,Norwich,humidity,58.8,3545.5
13/05/2020,GB,Norwich,humidity,60.8,1326.04
03/05/2020,GB,Norwich,humidity,85,732.4
27/05/2020,GB,Norwich,humidity,67.5,784.09
30/05/2020,GB,Norwich,humidity,59.3,3455.44
29/05/2020,GB,Norwich,humidity,57.8,4152.45
11/05/2020,GB,Norwich,humidity,64.2,630.78
17/05/2020,GB,Norwich,humidity,55.8,2310.19
26/05/2020,GB,Norwich,humidity,62.1,3245.79
15/05/2020,GB,Norwich,humidity,57.9,3162.5
22/05/2020,GB,Norwich,humidity,56,3046.28
04/05/2020,GB,Norwich,humidity,77,1286.69
06/05/2020,GB,Norwich,humidity,70.8,2093.33
01/05/2020,GB,Norwich,humidity,77.5,1118.98
07/05/2020,GB,Norwich,humidity,58.2,3574.3
12/05/2020,GB,Norwich,humidity,61.5,2598.9
05/05/2020,GB,Norwich,humidity,67.5,1274.32
16/05/2020,GB,Norwich,humidity,63.1,1339.79
26/05/2020,GB,Norwich,pressure,1036.3,4.2
10/05/2020,GB,Norwich,pressure,1011.6,141.82
27/05/2020,GB,Norwich,pressure,1037,2.35
12/05/2020,GB,Norwich,pressure,1020,71.99
14/05/2020,GB,Norwich,pressure,1023.7,5.2
19/05/2020,GB,Norwich,pressure,1022.8,0.88
15/05/2020,GB,Norwich,pressure,1023.7,1.09
25/05/2020,GB,Norwich,pressure,1034.6,4.62
23/05/2020,GB,Norwich,pressure,1019,36.77
24/05/2020,GB,Norwich,pressure,1028.1,91.8
02/05/2020,GB,Norwich,pressure,1009.6,127.82
06/05/2020,GB,Norwich,pressure,1027.3,1.42
18/05/2020,GB,Norwich,pressure,1022.3,0.98
05/05/2020,GB,Norwich,pressure,1024.4,9.23
20/05/2020,GB,Norwich,pressure,1022.3,10.72
09/05/2020,GB,Norwich,pressure,1014.9,37.26
03/05/2020,GB,Norwich,pressure,1017.6,8.53
30/05/2020,GB,Norwich,pressure,1026.2,6.73
08/05/2020,GB,Norwich,pressure,1018.2,17.55
01/05/2020,GB,Norwich,pressure,996.7,75.8
04/05/2020,GB,Norwich,pressure,1022,44.47
21/05/2020,GB,Norwich,pressure,1019.8,12.83
07/05/2020,GB,Norwich,pressure,1023.8,58.59
16/05/2020,GB,Norwich,pressure,1023.4,0.51
17/05/2020,GB,Norwich,pressure,1023.4,6.65
13/05/2020,GB,Norwich,pressure,1018.7,32.34
29/05/2020,GB,Norwich,pressure,1030.6,34.81
11/05/2020,GB,Norwich,pressure,1021,33.78
22/05/2020,GB,Norwich,pressure,1013.9,32.87
28/05/2020,GB,Norwich,pressure,1036,29.21
22/05/2020,GB,Norwich,wind-speed,4.5,52.34
09/05/2020,GB,Norwich,wind-speed,1.8,8.44
12/05/2020,GB,Norwich,wind-speed,1.8,22.88
14/05/2020,GB,Norwich,wind-speed,0.8,2.12
18/05/2020,GB,Norwich,wind-speed,3,23.17
24/05/2020,GB,Norwich,wind-speed,4.3,27.39
13/05/2020,GB,Norwich,wind-speed,1.8,7.2
16/05/2020,GB,Norwich,wind-speed,1.8,17.61
21/05/2020,GB,Norwich,wind-speed,0.8,6.86
17/05/2020,GB,Norwich,wind-speed,1.5,20.72
27/05/2020,GB,Norwich,wind-speed,1.2,6.27
11/05/2020,GB,Norwich,wind-speed,1.6,8.52
04/05/2020,GB,Norwich,wind-speed,1.5,7.09
08/05/2020,GB,Norwich,wind-speed,1.4,9.16
10/05/2020,GB,Norwich,wind-speed,1.8,16.11
15/05/2020,GB,Norwich,wind-speed,1.5,8.43
29/05/2020,GB,Norwich,wind-speed,2.1,4.89
23/05/2020,GB,Norwich,wind-speed,5,30.46
01/05/2020,GB,Norwich,wind-speed,2.2,28.07
03/05/2020,GB,Norwich,wind-speed,0.8,4.58
06/05/2020,GB,Norwich,wind-speed,1.6,5.9
02/05/2020,GB,Norwich,wind-speed,2,31.24
19/05/2020,GB,Norwich,wind-speed,1,10.4
20/05/2020,GB,Norwich,wind-speed,2.2,30.95
25/05/2020,GB,Norwich,wind-speed,1.8,9.86
30/05/2020,GB,Norwich,wind-speed,2.3,10.63
05/05/2020,GB,Norwich,wind-speed,2.5,15.03
07/05/2020,GB,Norwich,wind-speed,2,10.77
26/05/2020,GB,Norwich,wind-speed,1.1,5.61
28/05/2020,GB,Norwich,wind-speed,2.5,11.55
20/05/2020,GB,Norwich,wind-gust,7,150.96
13/05/2020,GB,Norwich,wind-gust,7,77.74
21/05/2020,GB,Norwich,wind-gust,3.3,44.71
25/05/2020,GB,Norwich,wind-gust,5.3,83.24
08/05/2020,GB,Norwich,wind-gust,3.7,55.07
11/05/2020,GB,Norwich,wind-gust,8.5,114.16
15/05/2020,GB,Norwich,wind-gust,2.8,65.02
23/05/2020,GB,Norwich,wind-gust,14.7,166.95
06/05/2020,GB,Norwich,wind-gust,5.4,63.92
22/05/2020,GB,Norwich,wind-gust,12.7,305.18
03/05/2020,GB,Norwich,wind-gust,2.8,31.58
09/05/2020,GB,Norwich,wind-gust,4.2,89.32
10/05/2020,GB,Norwich,wind-gust,9.2,70.67
16/05/2020,GB,Norwich,wind-gust,6.2,97.66
29/05/2020,GB,Norwich,wind-gust,5.5,93.91
04/05/2020,GB,Norwich,wind-gust,5.5,67.1
17/05/2020,GB,Norwich,wind-gust,6.4,142.14
30/05/2020,GB,Norwich,wind-gust,6.8,67.81
02/05/2020,GB,Norwich,wind-gust,6.1,167.55
07/05/2020,GB,Norwich,wind-gust,5.2,104.66
19/05/2020,GB,Norwich,wind-gust,3.5,78.2
27/05/2020,GB,Norwich,wind-gust,2.4,51.84
28/05/2020,GB,Norwich,wind-gust,7.3,100.11
01/05/2020,GB,Norwich,wind-gust,8.3,122.56
18/05/2020,GB,Norwich,wind-gust,6.7,166.2
12/05/2020,GB,Norwich,wind-gust,4,156.93
05/05/2020,GB,Norwich,wind-gust,7.9,107.17
14/05/2020,GB,Norwich,wind-gust,3.5,43.7
24/05/2020,GB,Norwich,wind-gust,11.4,223.32
26/05/2020,GB,Norwich,wind-gust,3,57.63
26/05/2020,GB,Liverpool,pm25,17,299.26
01/05/2020,GB,Liverpool,pm25,13,327.33
04/05/2020,GB,Liverpool,pm25,34,2515.91
13/05/2020,GB,Liverpool,pm25,12,193.02
15/05/2020,GB,Liverpool,pm25,13,123.78
02/05/2020,GB,Liverpool,pm25,17,992.8
25/05/2020,GB,Liverpool,pm25,17,365.33
05/05/2020,GB,Liverpool,pm25,21,327.8
08/05/2020,GB,Liverpool,pm25,65,4742.81
07/05/2020,GB,Liverpool,pm25,56,2090.88
21/05/2020,GB,Liverpool,pm25,34,2371.67
27/05/2020,GB,Liverpool,pm25,30,594.12
10/05/2020,GB,Liverpool,pm25,17,1535.59
11/05/2020,GB,Liverpool,pm25,13,125.55
19/05/2020,GB,Liverpool,pm25,17,1158.4
17/05/2020,GB,Liverpool,pm25,19,247.88
23/05/2020,GB,Liverpool,pm25,21,504.61
06/05/2020,GB,Liverpool,pm25,25,1552.83
03/05/2020,GB,Liverpool,pm25,38,2453
29/05/2020,GB,Liverpool,pm25,21,484.09
16/05/2020,GB,Liverpool,pm25,13,339.05
28/05/2020,GB,Liverpool,pm25,34,688.2
24/05/2020,GB,Liverpool,pm25,34,572.6
14/05/2020,GB,Liverpool,pm25,16,655.86
30/05/2020,GB,Liverpool,pm25,19,762.26
09/05/2020,GB,Liverpool,pm25,42,2788.53
12/05/2020,GB,Liverpool,pm25,17,186.1
20/05/2020,GB,Liverpool,pm25,39,1607.64
18/05/2020,GB,Liverpool,pm25,17,462.54
22/05/2020,GB,Liverpool,pm25,38,1126.27
10/05/2020,GB,Liverpool,no2,1.7,41.44
05/05/2020,GB,Liverpool,no2,2.9,23
01/05/2020,GB,Liverpool,no2,2.6,9.14
16/05/2020,GB,Liverpool,no2,2.8,12.01
03/05/2020,GB,Liverpool,no2,6.1,132.96
25/05/2020,GB,Liverpool,no2,2.8,21.06
21/05/2020,GB,Liverpool,no2,5.6,323.04
08/05/2020,GB,Liverpool,no2,8.4,162.77
27/05/2020,GB,Liverpool,no2,4.4,65.28
23/05/2020,GB,Liverpool,no2,1.3,2.62
24/05/2020,GB,Liverpool,no2,2,14.29
28/05/2020,GB,Liverpool,no2,3.8,13.7
04/05/2020,GB,Liverpool,no2,4.4,76.05
12/05/2020,GB,Liverpool,no2,3,23.74
19/05/2020,GB,Liverpool,no2,3.9,118.7
06/05/2020,GB,Liverpool,no2,4,43.56
14/05/2020,GB,Liverpool,no2,4,171.42
02/05/2020,GB,Liverpool,no2,2.5,68.72
20/05/2020,GB,Liverpool,no2,6.2,157.54
22/05/2020,GB,Liverpool,no2,1.2,16.96
07/05/2020,GB,Liverpool,no2,7.2,82.75
09/05/2020,GB,Liverpool,no2,5.8,143.06
11/05/2020,GB,Liverpool,no2,3.4,10.46
29/05/2020,GB,Liverpool,no2,3.2,36.46
13/05/2020,GB,Liverpool,no2,3.5,18.36
17/05/2020,GB,Liverpool,no2,2.7,12.44
30/05/2020,GB,Liverpool,no2,2.6,24.15
15/05/2020,GB,Liverpool,no2,3.2,11.8
26/05/2020,GB,Liverpool,no2,3.4,10.91
18/05/2020,GB,Liverpool,no2,2,8.41
03/05/2020,GB,Liverpool,dew,6,9.49
27/05/2020,GB,Liverpool,dew,9,14.63
01/05/2020,GB,Liverpool,dew,5.5,12.32
26/05/2020,GB,Liverpool,dew,9,48.41
12/05/2020,GB,Liverpool,dew,4,8.41
11/05/2020,GB,Liverpool,dew,-1.5,14.34
21/05/2020,GB,Liverpool,dew,10.5,5.63
07/05/2020,GB,Liverpool,dew,7,44.06
19/05/2020,GB,Liverpool,dew,11,7.82
29/05/2020,GB,Liverpool,dew,6,35.89
15/05/2020,GB,Liverpool,dew,5,16.5
10/05/2020,GB,Liverpool,dew,4.5,237.17
05/05/2020,GB,Liverpool,dew,3.5,2.66
28/05/2020,GB,Liverpool,dew,9.5,6.53
18/05/2020,GB,Liverpool,dew,10,36.08
30/05/2020,GB,Liverpool,dew,6,60.5
08/05/2020,GB,Liverpool,dew,10.5,15.22
13/05/2020,GB,Liverpool,dew,-1,84.71
24/05/2020,GB,Liverpool,dew,9,7.02
02/05/2020,GB,Liverpool,dew,6,5
06/05/2020,GB,Liverpool,dew,3.5,11.52
09/05/2020,GB,Liverpool,dew,10,13.62
17/05/2020,GB,Liverpool,dew,7.5,17.55
04/05/2020,GB,Liverpool,dew,7,17.39
14/05/2020,GB,Liverpool,dew,1.5,68.07
16/05/2020,GB,Liverpool,dew,5.5,15.59
20/05/2020,GB,Liverpool,dew,10,15.07
23/05/2020,GB,Liverpool,dew,6,14.16
25/05/2020,GB,Liverpool,dew,5.5,11.36
22/05/2020,GB,Liverpool,dew,7,27.9
25/05/2020,GB,Liverpool,humidity,53.6,2268.63
01/05/2020,GB,Liverpool,humidity,67.2,966.22
23/05/2020,GB,Liverpool,humidity,58,796.44
19/05/2020,GB,Liverpool,humidity,66.2,329.9
16/05/2020,GB,Liverpool,humidity,65.1,925.55
05/05/2020,GB,Liverpool,humidity,59,1143.92
10/05/2020,GB,Liverpool,humidity,64.8,1133.48
13/05/2020,GB,Liverpool,humidity,56.4,2365.04
15/05/2020,GB,Liverpool,humidity,66.4,702.71
12/05/2020,GB,Liverpool,humidity,66.5,464.93
21/05/2020,GB,Liverpool,humidity,64.4,1308.86
09/05/2020,GB,Liverpool,humidity,63.3,2501.6
29/05/2020,GB,Liverpool,humidity,49,2312.14
04/05/2020,GB,Liverpool,humidity,63.7,1757.92
17/05/2020,GB,Liverpool,humidity,66.6,341.7
06/05/2020,GB,Liverpool,humidity,57.5,2571.54
30/05/2020,GB,Liverpool,humidity,38,1578.23
08/05/2020,GB,Liverpool,humidity,65,1142.81
20/05/2020,GB,Liverpool,humidity,63,2745.1
28/05/2020,GB,Liverpool,humidity,59,2044.94
24/05/2020,GB,Liverpool,humidity,67,388.77
02/05/2020,GB,Liverpool,humidity,66.8,709.71
